trade_count,assets_tested,net_return_after_costs,profit_factor,win_rate,average_trade,median_trade,expectancy,average_winner,average_loser,max_drawdown,return_over_dd,exposure,average_hold_bars,best_asset,worst_asset,concentration_warning,candidate_id,parameter_set,timeframe
706256,17,-100.0,0.7846,41.0692,-0.0468,-0.1325,-0.0468,0.4147,-0.3684,-100.0,-1.0,3.9472,3.9472,POLUSDT,TRXUSDT,False,LBR_COIL,"{""atr_stop"": 1.0, ""hold"": 6, ""inside"": false, ""nr"": 4, ""target_r"": 2.0}",5m
263714,17,-100.0,0.7842,41.1214,-0.0451,-0.12,-0.0451,0.3984,-0.3548,-100.0,-1.0,3.9364,3.9364,APTUSDT,TRXUSDT,False,LBR_COIL,"{""atr_stop"": 1.0, ""hold"": 6, ""inside"": true, ""nr"": 4, ""target_r"": 2.0}",5m
263714,17,-100.0,0.7756,48.5154,-0.0459,-0.0167,-0.0459,0.3272,-0.3976,-100.0,-1.0,3.9636,3.9636,APTUSDT,TRXUSDT,False,LBR_COIL,"{""atr_stop"": 1.5, ""hold"": 6, ""inside"": true, ""nr"": 4, ""target_r"": 1.0}",5m
706256,17,-100.0,0.7753,48.5156,-0.048,-0.0179,-0.048,0.3412,-0.4147,-100.0,-1.0,4.0073,4.0073,POLUSDT,TRXUSDT,False,LBR_COIL,"{""atr_stop"": 1.5, ""hold"": 6, ""inside"": false, ""nr"": 4, ""target_r"": 1.0}",5m
457594,17,-100.0,0.7497,55.7815,-0.0453,0.0476,-0.0453,0.2434,-0.4095,-100.0,-1.0,2.9428,2.9428,POLUSDT,TRXUSDT,False,LBR_COIL,"{""atr_stop"": 1.0, ""hold"": 12, ""inside"": false, ""nr"": 7, ""target_r"": 1.0}",5m
183538,17,-100.0,0.739,55.3586,-0.0452,0.0426,-0.0452,0.2309,-0.3876,-100.0,-1.0,2.8642,2.8642,APTUSDT,TRXUSDT,False,LBR_COIL,"{""atr_stop"": 1.0, ""hold"": 12, ""inside"": true, ""nr"": 7, ""target_r"": 1.0}",5m
457606,17,-100.0,0.7351,53.6149,-0.0453,0.0299,-0.0453,0.2344,-0.3685,-100.0,-1.0,2.5638,2.5638,POLUSDT,TRXUSDT,False,LBR_COIL,"{""atr_stop"": 1.0, ""hold"": 6, ""inside"": false, ""nr"": 7, ""target_r"": 1.0}",5m
183546,17,-100.0,0.7267,53.2613,-0.0446,0.026,-0.0446,0.2229,-0.3495,-100.0,-1.0,2.5053,2.5053,APTUSDT,TRXUSDT,False,LBR_COIL,"{""atr_stop"": 1.0, ""hold"": 6, ""inside"": true, ""nr"": 7, ""target_r"": 1.0}",5m
706241,17,-100.0,0.7234,55.0115,-0.051,0.0422,-0.051,0.2424,-0.4097,-100.0,-1.0,2.8479,2.8479,POLUSDT,TRXUSDT,False,LBR_COIL,"{""atr_stop"": 1.0, ""hold"": 12, ""inside"": false, ""nr"": 4, ""target_r"": 1.0}",5m
263704,17,-100.0,0.7228,54.8797,-0.0487,0.0391,-0.0487,0.2313,-0.3892,-100.0,-1.0,2.7923,2.7923,APTUSDT,TRXUSDT,False,LBR_COIL,"{""atr_stop"": 1.0, ""hold"": 12, ""inside"": true, ""nr"": 4, ""target_r"": 1.0}",5m
263714,17,-100.0,0.7101,52.8497,-0.0483,0.0228,-0.0483,0.2238,-0.3533,-100.0,-1.0,2.4559,2.4559,APTUSDT,TRXUSDT,False,LBR_COIL,"{""atr_stop"": 1.0, ""hold"": 6, ""inside"": true, ""nr"": 4, ""target_r"": 1.0}",5m
706256,17,-100.0,0.7084,52.9335,-0.051,0.0248,-0.051,0.234,-0.3715,-100.0,-1.0,2.4995,2.4995,POLUSDT,TRXUSDT,False,LBR_COIL,"{""atr_stop"": 1.0, ""hold"": 6, ""inside"": false, ""nr"": 4, ""target_r"": 1.0}",5m
