timestamp_utc,open,high,low,close
2024-06-03 13:30:00+00:00,449.13927176,449.5591943,448.78357266,449.40604608
2024-06-03 13:40:00+00:00,449.38628502,450.13720533,449.27759918,449.5740151
2024-06-03 13:50:00+00:00,449.56413457,449.5740151,447.68683379,448.31918773
2024-06-03 14:00:00+00:00,448.32906826,449.50485138,447.70659485,447.70659485
2024-06-03 14:10:00+00:00,447.68683379,448.96636248,447.5287453,448.75393107
2024-06-03 14:20:00+00:00,448.75393107,449.07010805,448.24014349,448.78357266
2024-06-03 14:30:00+00:00,448.78357266,448.85273638,447.57814795,447.82516121
2024-06-03 14:40:00+00:00,447.83504174,448.23026296,446.60985597,446.63949756
2024-06-03 14:50:00+00:00,446.64937809,446.72842233,445.75024982,446.21463475
2024-06-03 15:00:00+00:00,446.21463475,446.3924843,445.6119224,446.37272324
2024-06-03 15:10:00+00:00,446.3924843,446.69878074,446.02690467,446.55057279
2024-06-03 15:20:00+00:00,446.59997544,447.13352408,446.59997544,446.86180949
2024-06-03 15:30:00+00:00,446.8469887,447.34101522,446.42212589,446.82722764
2024-06-03 15:40:00+00:00,446.81734711,446.99519666,446.28379846,446.6197365
2024-06-03 15:50:00+00:00,446.60985597,447.06436037,446.38260377,446.58021438
2024-06-03 16:00:00+00:00,446.56045332,446.86674976,445.74036929,445.91821884
2024-06-03 16:10:00+00:00,445.97750202,446.1652321,444.38673662,444.42625874
2024-06-03 16:20:00+00:00,444.42625874,444.66339147,443.80378533,444.14960389
2024-06-03 16:30:00+00:00,444.14960389,444.41637821,443.42832517,444.35709503
2024-06-03 16:40:00+00:00,444.33733397,444.48554193,443.94211275,444.1199623
2024-06-03 16:50:00+00:00,444.11008177,444.13972336,443.30975881,443.69509949
2024-06-03 17:00:00+00:00,443.67533843,443.86306851,443.27023668,443.32951987
2024-06-03 17:10:00+00:00,443.32951987,443.95199328,442.56871902,443.85318798
2024-06-03 17:20:00+00:00,443.84330745,444.83136049,443.7939048,444.82147996
2024-06-03 17:30:00+00:00,444.76219678,445.70084717,444.76219678,445.54275868
2024-06-03 17:40:00+00:00,445.52299762,445.95774096,445.43407285,445.69096664
2024-06-03 17:50:00+00:00,445.68108611,445.72060823,445.11789587,445.42419232
2024-06-03 18:00:00+00:00,445.42419232,445.8391746,445.33526754,445.6119224
2024-06-03 18:10:00+00:00,445.62180293,445.809533,444.73255519,445.17717906
2024-06-03 18:20:00+00:00,445.16729853,445.76013035,444.98944898,444.99932951
2024-06-03 18:30:00+00:00,444.99932951,445.68108611,444.97956845,445.67120558
2024-06-03 18:40:00+00:00,445.64156399,446.08618786,445.46371444,445.76013035
2024-06-03 18:50:00+00:00,445.81941353,445.81941353,445.06849322,445.52299762
2024-06-03 19:00:00+00:00,445.53287815,445.81941353,445.3550286,445.56251974
2024-06-03 19:10:00+00:00,445.51311709,446.0367852,445.41431179,445.92809937
2024-06-03 19:20:00+00:00,445.94786043,446.44188695,445.87869672,446.18499316
2024-06-03 19:30:00+00:00,446.20475422,446.41224536,445.70084717,445.78977194
2024-06-03 19:40:00+00:00,445.79965247,446.47152854,445.64156399,446.40236483
2024-06-03 19:50:00+00:00,446.41224536,447.77575856,446.10594892,447.74611697
2024-06-04 13:30:00+00:00,447.45958159,447.73623644,446.08618786,447.1730462
2024-06-04 13:40:00+00:00,447.12364355,447.27185151,446.63949756,446.86674976
2024-06-04 13:50:00+00:00,446.89639135,447.1730462,446.02690467,446.55057279
2024-06-04 14:00:00+00:00,446.59997544,448.04253288,446.19487369,446.40236483
2024-06-04 14:10:00+00:00,446.37272324,446.82722764,445.75024982,446.59009491
2024-06-04 14:20:00+00:00,446.57033385,447.03471878,446.0367852,446.96555506
2024-06-04 14:30:00+00:00,446.92603294,447.58802848,446.57033385,447.22244886
2024-06-04 14:40:00+00:00,447.21256833,447.78563909,446.91615241,447.09400196
2024-06-04 14:50:00+00:00,447.05447984,447.33113469,446.40236483,446.54069226
2024-06-04 15:00:00+00:00,446.58021438,446.90627188,446.30355953,446.73830286
2024-06-04 15:10:00+00:00,446.74818339,447.11376302,446.2640374,446.91615241
2024-06-04 15:20:00+00:00,446.92603294,447.42993999,446.55057279,446.55057279
2024-06-04 15:30:00+00:00,446.51105066,446.59997544,445.92809937,446.19487369
2024-06-04 15:40:00+00:00,446.18499316,446.59009491,446.15535157,446.31344006
2024-06-04 15:50:00+00:00,446.35296218,446.6197365,446.10594892,446.10594892
2024-06-04 16:00:00+00:00,446.14547104,446.4912896,445.82929406,446.00714361
2024-06-04 16:10:00+00:00,446.00714361,446.21463475,445.79965247,446.0664268
2024-06-04 16:20:00+00:00,446.0664268,446.77782499,445.87869672,446.67901968
2024-06-04 16:30:00+00:00,446.67901968,446.82722764,446.31344006,446.75806393
2024-06-04 16:40:00+00:00,446.75806393,447.72635591,446.7185418,447.57814795
2024-06-04 16:50:00+00:00,447.56826742,447.58802848,446.74818339,447.18292673
2024-06-04 17:00:00+00:00,447.18292673,447.24220992,446.38260377,446.55057279
2024-06-04 17:10:00+00:00,446.63949756,447.34101522,446.59997544,447.28173204
2024-06-04 17:20:00+00:00,447.29161257,447.49910371,446.74818339,447.44970106
2024-06-04 17:30:00+00:00,447.48922318,447.57814795,446.87663029,447.05447984
2024-06-04 17:40:00+00:00,447.0742409,447.36077628,446.91615241,447.09400196
2024-06-04 17:50:00+00:00,447.12364355,447.44970106,446.92603294,447.20268779
2024-06-04 18:00:00+00:00,447.1730462,447.61767007,447.09400196,447.50898424
2024-06-04 18:10:00+00:00,447.49910371,448.79345319,447.37065681,448.63536471
2024-06-04 18:20:00+00:00,448.65512577,449.73210358,448.62548418,449.73210358
2024-06-04 18:30:00+00:00,449.73210358,449.86055048,449.25783812,449.51473192
2024-06-04 18:40:00+00:00,449.50485138,450.09768321,449.3467629,449.90995313
2024-06-04 18:50:00+00:00,449.92971419,450.1273248,448.97130274,449.14915229
2024-06-04 19:00:00+00:00,449.12939123,449.19855494,447.27185151,447.81528068
2024-06-04 19:10:00+00:00,447.82516121,448.25990455,447.67695326,447.97336917
2024-06-04 19:20:00+00:00,447.94372758,448.31918773,447.79551962,448.16109925
2024-06-04 19:30:00+00:00,448.13145766,448.33894879,447.51886477,447.89432492
2024-06-04 19:40:00+00:00,447.90420546,448.93178062,447.88938466,448.59584259
2024-06-04 19:50:00+00:00,448.60572312,449.20843547,448.58596205,448.95154168
2024-06-05 13:30:00+00:00,452.50853264,452.59745741,451.69832914,451.85641763
2024-06-05 13:40:00+00:00,451.80701498,452.56781582,451.79713444,452.27139991
2024-06-05 13:50:00+00:00,452.28128044,452.77530696,451.82677604,452.74566537
2024-06-05 14:00:00+00:00,452.73578484,452.81482908,451.24382474,451.81689551
2024-06-05 14:10:00+00:00,451.78725391,452.37020521,451.75761232,452.25163884
2024-06-05 14:20:00+00:00,452.24175831,453.57562992,452.22199725,453.5361078
2024-06-05 14:30:00+00:00,453.54598833,454.60320509,453.54598833,454.3463113
2024-06-05 14:40:00+00:00,454.35619183,454.39571395,453.96097061,454.20798387
2024-06-05 14:50:00+00:00,454.20798387,454.25738652,453.92144849,454.25738652
2024-06-05 15:00:00+00:00,454.25738652,454.86997941,454.25738652,454.49451925
2024-06-05 15:10:00+00:00,454.50439978,455.55173601,454.47475819,455.31460328
2024-06-05 15:20:00+00:00,455.34424487,455.64066078,454.92926259,455.24543956
2024-06-05 15:30:00+00:00,455.28496169,455.63078025,455.26520063,455.43316964
2024-06-05 15:40:00+00:00,455.43316964,455.77898821,455.31460328,455.43316964
2024-06-05 15:50:00+00:00,455.4825723,455.5813776,455.16639532,455.27014089
2024-06-05 16:00:00+00:00,455.26520063,455.47269176,455.0280679,455.27508116
