asset,timeframe,parameter_set,direction,entry_timestamp,exit_timestamp,entry_price,exit_price,gross_return_pct,net_return_pct,holding_bars,exit_reason,equity_before,equity_after,strategy_id
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2019-10-25 20:00:00+00:00,2019-10-26 00:00:00+00:00,8635.17669,9838.672586142857,13.937131101631884,13.857131101631884,2,target,10000.0,11385.71311016319,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2019-10-26 08:00:00+00:00,2019-10-29 16:00:00+00:00,9489.8976,9231.543322,-2.7224137592380404,-2.8024137592380405,21,time_exit,11385.71311016319,11066.638319376609,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2019-11-27 20:00:00+00:00,2019-12-01 04:00:00+00:00,7564.532604,7276.69437,-3.805102695278173,-3.885102695278173,21,time_exit,11066.638319376609,10636.68805575382,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2020-01-06 04:00:00+00:00,2020-01-07 00:00:00+00:00,7540.167732,8002.495609285714,6.1315330602477625,6.051533060247762,6,target,10636.68805575382,11280.370749963187,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2020-01-27 20:00:00+00:00,2020-01-29 00:00:00+00:00,8935.826808,9436.47018557143,5.602653098907617,5.522653098907617,8,target,11280.370749963187,11903.346494754298,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2020-02-15 16:00:00+00:00,2020-02-19 00:00:00+00:00,9981.033394,10160.951784,-1.770684418395807,-1.8506844183958069,21,time_exit,11903.346494754298,11683.053115908217,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2020-03-08 16:00:00+00:00,2020-03-09 04:00:00+00:00,8398.310002,7740.665680714287,8.495965959674766,8.415965959674768,4,target,11683.053115908217,12666.294889193776,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2020-03-09 12:00:00+00:00,2020-03-12 08:00:00+00:00,7811.777332000001,6812.552238,14.667411846420553,14.587411846420553,18,target,12666.294889193776,14513.979490362592,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2020-04-18 16:00:00+00:00,2020-04-22 00:00:00+00:00,7239.99771,6856.228480000001,-5.300681648972494,-5.380681648972495,21,time_exit,14513.979490362592,13733.02845938902,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2020-05-10 20:00:00+00:00,2020-05-14 04:00:00+00:00,8497.960068,9504.560532,-10.590710223907484,-10.670710223907484,21,time_exit,13733.02845938902,12267.61678752087,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2020-09-03 16:00:00+00:00,2020-09-07 00:00:00+00:00,10681.683236,10205.600712,4.664914270457521,4.584914270457521,21,time_exit,12267.61678752087,12830.07650025696,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2020-11-26 12:00:00+00:00,2020-11-29 20:00:00+00:00,17109.657384000002,18184.726218,-5.911933020667915,-5.991933020667915,21,time_exit,12830.07650025696,12061.306909861109,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2021-04-10 08:00:00+00:00,2021-04-13 16:00:00+00:00,60626.782932,63072.602956,4.034223664388192,3.954223664388192,21,time_exit,12061.306909861109,12538.237961925324,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2021-05-13 00:00:00+00:00,2021-05-16 08:00:00+00:00,49586.83065,49053.818802,1.0865858377946849,1.0065858377946846,21,time_exit,12538.237961925324,12664.446089559062,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2021-07-22 16:00:00+00:00,2021-07-26 00:00:00+00:00,32488.336368,35942.41722142857,10.631756622757504,10.551756622757503,21,target,12664.446089559062,14000.767618549666,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2021-08-06 20:00:00+00:00,2021-08-10 04:00:00+00:00,42921.312546,45963.235514,7.0872086326341455,7.007208632634146,21,time_exit,14000.767618549666,14981.830615751724,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2021-08-25 00:00:00+00:00,2021-08-28 08:00:00+00:00,47709.82612600001,48717.471546,-2.06834506804926,-2.14834506804926,21,time_exit,14981.830615751724,14659.96919661473,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2021-09-08 04:00:00+00:00,2021-09-11 12:00:00+00:00,46452.237694,45598.457868,1.8723875015062008,1.792387501506201,21,time_exit,14659.96919661473,14922.732652219513,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2021-09-20 04:00:00+00:00,2021-09-21 00:00:00+00:00,45543.809416,41529.295626857136,9.666703295941923,9.586703295941923,6,target,14922.732652219513,16353.330755234443,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2021-09-21 08:00:00+00:00,2021-09-24 16:00:00+00:00,43272.973674,42346.157538,2.188666433709608,2.1086664337096077,21,time_exit,16353.330755234443,16698.16795166358,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2021-12-28 08:00:00+00:00,2021-12-31 16:00:00+00:00,49188.070418,45716.761524,7.593076977199398,7.513076977199399,21,time_exit,16698.16795166358,17952.71416365411,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2022-01-11 20:00:00+00:00,2022-01-15 04:00:00+00:00,42947.13771,43065.375202,0.2753093647320348,0.1953093647320348,21,time_exit,17952.71416365411,17987.7774956393,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2022-02-03 20:00:00+00:00,2022-02-04 16:00:00+00:00,36531.452248,39966.526707000005,-8.594878619758472,-8.674878619758472,6,stop,17987.7774956393,16427.35963150036,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2022-07-23 12:00:00+00:00,2022-07-26 20:00:00+00:00,22222.35464,21245.2482,4.599176393712368,4.519176393712368,21,time_exit,16427.35963150036,17169.74099007736,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2022-09-09 08:00:00+00:00,2022-09-12 08:00:00+00:00,20627.72472,22419.543765714287,8.68645994668038,8.606459946680381,19,target,17169.74099007736,18647.44787133713,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2022-12-07 08:00:00+00:00,2022-12-10 16:00:00+00:00,16752.04892,17169.733259999997,-2.4326780950818083,-2.5126780950818084,21,time_exit,18647.44787133713,18178.897533382245,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2022-12-16 20:00:00+00:00,2022-12-20 04:00:00+00:00,16853.22868,16799.459219999997,0.3200666122394668,0.2400666122394668,21,time_exit,18178.897533382245,18222.53899683312,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2023-01-02 08:00:00+00:00,2023-01-05 16:00:00+00:00,16715.942519999997,16853.028720000002,0.8200925543742743,0.7400925543742742,21,time_exit,18222.53899683312,18357.402651166634,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2023-02-14 20:00:00+00:00,2023-02-15 20:00:00+00:00,22201.23936,23630.580081428576,6.438112297477505,6.358112297477506,7,target,18357.402651166634,19524.58692662792,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2023-02-16 04:00:00+00:00,2023-02-19 12:00:00+00:00,24745.9482,24924.71406,0.7224045672252766,0.6424045672252765,21,time_exit,19524.58692662792,19650.01376477645,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2023-02-22 16:00:00+00:00,2023-02-26 00:00:00+00:00,23702.7585,23206.44036,2.13870861838632,2.05870861838632,21,time_exit,19650.01376477645,20054.550291666,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2023-03-29 12:00:00+00:00,2023-04-01 20:00:00+00:00,28353.1695,28438.11124,0.299584637266026,0.219584637266026,21,time_exit,20054.550291666,20098.58700317929,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2023-04-26 00:00:00+00:00,2023-04-29 08:00:00+00:00,28292.35734,29317.535320000003,3.623515593557825,3.5435155935578244,21,time_exit,20098.58700317929,20810.783567721737,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2023-06-17 08:00:00+00:00,2023-06-20 16:00:00+00:00,26593.01754,27968.20524,5.171236013105718,5.091236013105718,21,time_exit,20810.783567721737,21870.309675331075,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2023-07-07 00:00:00+00:00,2023-07-10 08:00:00+00:00,29868.32514,30227.5443,-1.1883835366672368,-1.268383536667237,21,time_exit,21870.309675331075,21592.910267991032,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2023-08-02 00:00:00+00:00,2023-08-05 08:00:00+00:00,29707.14024,29034.79188,-2.263255077965054,-2.343255077965054,21,time_exit,21592.910267991032,21086.933301655896,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2023-09-14 16:00:00+00:00,2023-09-18 00:00:00+00:00,26685.336,26640.87076,-0.1666279937415749,-0.2466279937415748,21,time_exit,21086.933301655896,21034.9270211124,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2023-09-27 12:00:00+00:00,2023-09-30 20:00:00+00:00,26761.05114,26945.509820000003,0.6892803987220475,0.6092803987220474,21,time_exit,21034.9270211124,21163.088708337527,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2024-01-02 00:00:00+00:00,2024-01-03 12:00:00+00:00,44239.14606,41815.12101714286,-5.479366711937694,-5.559366711937694,10,stop,21163.088708337527,19986.554999468364,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2024-01-12 20:00:00+00:00,2024-01-16 04:00:00+00:00,43488.700520000006,42796.65762,1.617048943739463,1.537048943739463,21,time_exit,19986.554999468364,20293.7581319776,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2024-02-26 20:00:00+00:00,2024-02-27 00:00:00+00:00,54542.10624,57469.55379,5.367316650953025,5.2873166509530245,2,target,20293.7581319776,21366.75338479379,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",long,2024-02-27 08:00:00+00:00,2024-02-28 12:00:00+00:00,56111.32002,60390.99081428572,7.627107672320488,7.547107672320489,8,target,21366.75338479379,22979.32526882336,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2024-03-16 20:00:00+00:00,2024-03-20 04:00:00+00:00,66955.70618000001,63007.69902,6.265912295490783,6.185912295490783,21,time_exit,22979.32526882336,24400.806176048325,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2024-07-23 20:00:00+00:00,2024-07-27 04:00:00+00:00,65503.09676,68027.20272,-3.7104362065117136,-3.7904362065117136,21,time_exit,24400.806176048325,23475.90918407064,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
BTCUSDT,4h,"{""atr_mult"": 5.0, ""pivot"": 10}",short,2024-07-30 04:00:00+00:00,2024-08-02 12:00:00+00:00,66572.38286,63406.1787,4.993526222390066,4.9135262223900655,21,time_exit,23475.90918407064,24629.404137774432,QL_BIGBELUGA_RSI_DIVERGENCE_CHOCH_ATR_v0
