Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
21,Entry short,2025-07-18 09:45:00,Short,118636.8,0.099108,11757.855974400001,5.55,0.05,178.44,1.52,-92.22,-0.78,199.92,2
22,Exit short,2025-07-20 15:00:00,BE,118486,0.099108,11757.855974400001,5.55,0.05,178.44,1.52,-92.22,-0.78,210.17,2.1
22,Entry short,2025-07-18 09:45:00,Short,118636.8,0.099108,11757.855974400001,5.55,0.05,178.44,1.52,-92.22,-0.78,210.17,2.1
23,Exit long,2025-07-20 22:00:00,SL,117814,0.210743,24999.9995297,-191.46,-0.77,38.2,0.15,-181.52,-0.73,8.71,0.09
23,Entry long,2025-07-20 15:15:00,Long,118627.9,0.210743,24999.9995297,-191.46,-0.77,38.2,0.15,-181.52,-0.73,8.71,0.09
24,Exit long,2025-07-20 22:00:00,SL,117814,0.210744,25000.118157599998,-191.46,-0.77,38.2,0.15,-181.52,-0.73,-172.74,-1.73
24,Entry long,2025-07-20 15:15:00,Long,118627.9,0.210744,25000.118157599998,-191.46,-0.77,38.2,0.15,-181.52,-0.73,-172.74,-1.73
25,Exit short,2025-07-21 04:30:00,SL,118562.4,0.112628,13203.324126000001,-160.74,-1.22,82.05,0.62,-155.4,-1.18,-338.77,-3.39
25,Entry short,2025-07-20 23:15:00,Short,117229.5,0.112628,13203.324126000001,-160.74,-1.22,82.05,0.62,-155.4,-1.18,-338.77,-3.39
26,Exit short,2025-07-21 04:30:00,SL,118562.4,0.112628,13203.324126000001,-160.74,-1.22,82.05,0.62,-155.4,-1.18,-494.23,-4.94
26,Entry short,2025-07-20 23:15:00,Short,117229.5,0.112628,13203.324126000001,-160.74,-1.22,82.05,0.62,-155.4,-1.18,-494.23,-4.94
27,Exit long,2025-07-21 17:15:00,SL,117660.7,0.17094,20313.090798,-216.34,-1.06,143.82,0.71,-208.3,-1.03,-718.7,-7.19
27,Entry long,2025-07-21 07:15:00,Long,118831.7,0.17094,20313.090798,-216.34,-1.06,143.82,0.71,-208.3,-1.03,-718.7,-7.19
28,Exit long,2025-07-21 17:15:00,SL,117660.7,0.170941,20313.2096297,-216.34,-1.06,143.82,0.71,-208.3,-1.03,-926.92,-9.27
28,Entry long,2025-07-21 07:15:00,Long,118831.7,0.170941,20313.2096297,-216.34,-1.06,143.82,0.71,-208.3,-1.03,-926.92,-9.27
29,Exit long,2025-07-23 04:45:00,BE,118682.8,0.130918,15517.775999000001,7.52,0.05,225.47,1.45,-148.78,-0.96,-925.61,-9.26
29,Entry long,2025-07-22 08:15:00,Long,118530.5,0.130918,15517.775999000001,7.52,0.05,225.47,1.45,-148.78,-0.96,-925.61,-9.26
30,Exit long,2025-07-23 04:45:00,BE,118682.8,0.130919,15517.894529500001,7.52,0.05,225.47,1.45,-148.78,-0.96,-911.88,-9.12
30,Entry long,2025-07-22 08:15:00,Long,118530.5,0.130919,15517.894529500001,7.52,0.05,225.47,1.45,-148.78,-0.96,-911.88,-9.12
31,Exit short,2025-07-23 16:45:00,BE,118313.7,0.159162,18845.9585988,-0.16,0,175.13,0.93,-40.63,-0.22,-919.58,-9.2
31,Entry short,2025-07-23 07:30:00,Short,118407.4,0.159162,18845.9585988,-0.16,0,175.13,0.93,-40.63,-0.22,-919.58,-9.2
32,Exit short,2025-07-23 16:45:00,BE,118313.7,0.159163,18846.077006199997,-0.16,0,175.13,0.93,-40.63,-0.22,-912.2,-9.12
32,Entry short,2025-07-23 07:30:00,Short,118407.4,0.159163,18846.077006199997,-0.16,0,175.13,0.93,-40.63,-0.22,-912.2,-9.12
33,Exit long,2025-07-24 06:00:00,SL,117774.9,0.161454,19215.3993738,-215.46,-1.12,32.79,0.17,-207.86,-1.08,-1135.35,-11.35
33,Entry long,2025-07-24 01:30:00,Long,119014.7,0.161454,19215.3993738,-215.46,-1.12,32.79,0.17,-207.86,-1.08,-1135.35,-11.35
34,Exit long,2025-07-24 06:00:00,SL,117774.9,0.161454,19215.3993738,-215.46,-1.12,32.79,0.17,-207.86,-1.08,-1343.12,-13.43
34,Entry long,2025-07-24 01:30:00,Long,119014.7,0.161454,19215.3993738,-215.46,-1.12,32.79,0.17,-207.86,-1.08,-1343.12,-13.43
35,Exit long,2025-07-25 01:30:00,SL,117805.4,0.139487,16632.4717261,-213.38,-1.28,12.4,0.07,-206.8,-1.24,-1563.15,-15.63
35,Entry long,2025-07-24 16:00:00,Long,119240.3,0.139487,16632.4717261,-213.38,-1.28,12.4,0.07,-206.8,-1.24,-1563.15,-15.63
36,Exit long,2025-07-25 01:30:00,SL,117805.4,0.139488,16632.5909664,-213.38,-1.28,12.4,0.07,-206.8,-1.24,-1769.88,-17.7
36,Entry long,2025-07-24 16:00:00,Long,119240.3,0.139488,16632.5909664,-213.38,-1.28,12.4,0.07,-206.8,-1.24,-1769.88,-17.7
37,Exit short,2025-07-25 12:15:00,TRAIL,116658.7,0.150761,17700.095205,98.4,0.56,405.66,2.29,-53.57,-0.3,-1678.56,-16.79
37,Entry short,2025-07-25 02:15:00,Short,117405,0.150761,17700.095205,98.4,0.56,405.66,2.29,-53.57,-0.3,-1678.56,-16.79
38,Exit short,2025-07-25 12:15:00,TRAIL,116658.7,0.150762,17700.212610000002,98.4,0.56,405.66,2.29,-53.58,-0.3,-1573.08,-15.73
38,Entry short,2025-07-25 02:15:00,Short,117405,0.150762,17700.212610000002,98.4,0.56,405.66,2.29,-53.58,-0.3,-1573.08,-15.73
39,Exit long,2025-07-29 16:30:00,BE,117355.7,0.145816,17092.405704,6.25,0.04,371.26,2.17,-51.31,-0.3,-1573.67,-15.74
39,Entry long,2025-07-25 21:30:00,Long,117219,0.145816,17092.405704,6.25,0.04,371.26,2.17,-51.31,-0.3,-1573.67,-15.74
40,Exit long,2025-07-29 16:30:00,BE,117355.7,0.145816,17092.405704,6.25,0.04,371.26,2.17,-51.31,-0.3,-1560.58,-15.61
40,Entry long,2025-07-25 21:30:00,Long,117219,0.145816,17092.405704,6.25,0.04,371.26,2.17,-51.31,-0.3,-1560.58,-15.61
41,Exit short,2025-07-31 01:00:00,SL,117876.2,0.090867,10560.9625548,-158.6,-1.5,8.02,0.08,-154.32,-1.46,-1723.4,-17.23
41,Entry short,2025-07-30 20:00:00,Short,116224.4,0.090867,10560.9625548,-158.6,-1.5,8.02,0.08,-154.32,-1.46,-1723.4,-17.23
42,Exit short,2025-07-31 01:00:00,SL,117876.2,0.090867,10560.9625548,-158.6,-1.5,8.02,0.08,-154.32,-1.46,-1877.78,-18.78
42,Entry short,2025-07-30 20:00:00,Short,116224.4,0.090867,10560.9625548,-158.6,-1.5,8.02,0.08,-154.32,-1.46,-1877.78,-18.78
43,Exit long,2025-07-31 20:00:00,SL,117348.8,0.196237,23228.377453,-218.7,-0.94,96.87,0.42,-209.49,-0.9,-2105.78,-21.06
43,Entry long,2025-07-31 01:45:00,Long,118369,0.196237,23228.377453,-218.7,-0.94,96.87,0.42,-209.49,-0.9,-2105.78,-21.06
44,Exit long,2025-07-31 20:00:00,SL,117348.8,0.196238,23228.495822,-218.7,-0.94,96.87,0.42,-209.49,-0.9,-2315.19,-23.15
44,Entry long,2025-07-31 01:45:00,Long,118369,0.196238,23228.495822,-218.7,-0.94,96.87,0.42,-209.49,-0.9,-2315.19,-23.15
45,Exit long,2025-08-05 13:30:00,BE,113576.7,0.187131,21233.8107093,2.92,0.01,406.13,1.91,-43.04,-0.2,-2320.77,-23.21
45,Entry long,2025-08-03 04:15:00,Long,113470.3,0.187131,21233.8107093,2.92,0.01,406.13,1.91,-43.04,-0.2,-2320.77,-23.21
46,Exit long,2025-08-05 13:30:00,BE,113576.7,0.187131,21233.8107093,2.92,0.01,406.13,1.91,-43.04,-0.2,-2309.36,-23.09
46,Entry long,2025-08-03 04:15:00,Long,113470.3,0.187131,21233.8107093,2.92,0.01,406.13,1.91,-43.04,-0.2,-2309.36,-23.09
47,Exit short,2025-08-06 15:45:00,SL,114638.9,0.105143,11903.3652016,-159.7,-1.34,61.35,0.52,-154.87,-1.3,-2473.82,-24.74
47,Entry short,2025-08-05 15:15:00,Short,113211.2,0.105143,11903.3652016,-159.7,-1.34,61.35,0.52,-154.87,-1.3,-2473.82,-24.74
48,Exit short,2025-08-06 15:45:00,SL,114638.9,0.105143,11903.3652016,-159.7,-1.34,61.35,0.52,-154.87,-1.3,-2628.75,-26.29
48,Entry short,2025-08-05 15:15:00,Short,113211.2,0.105143,11903.3652016,-159.7,-1.34,61.35,0.52,-154.87,-1.3,-2628.75,-26.29
49,Exit short,2025-08-07 09:00:00,SL,114913.3,0.218705,24999.8404925,-152.33,-0.61,0,0,-142.27,-0.57,-2791.08,-27.91
49,Entry short,2025-08-07 06:00:00,Short,114308.5,0.218705,24999.8404925,-152.33,-0.61,0,0,-142.27,-0.57,-2791.08,-27.91
50,Exit short,2025-08-07 09:00:00,SL,114913.3,0.218705,24999.8404925,-152.33,-0.61,0,0,-142.27,-0.57,-2933.4,-29.33
50,Entry short,2025-08-07 06:00:00,Short,114308.5,0.218705,24999.8404925,-152.33,-0.61,0,0,-142.27,-0.57,-2933.4,-29.33
51,Exit long,2025-08-08 16:00:00,TRAIL,116151.5,0.216539,25000.0555131,131.21,0.52,453.16,1.81,-16.04,-0.06,-2812.19,-28.12
51,Entry long,2025-08-07 11:00:00,Long,115452.9,0.216539,25000.0555131,131.21,0.52,453.16,1.81,-16.04,-0.06,-2812.19,-28.12
52,Exit long,2025-08-08 16:00:00,TRAIL,116151.5,0.216539,25000.0555131,131.21,0.52,453.16,1.81,-16.04,-0.06,-2670.97,-26.71
52,Entry long,2025-08-07 11:00:00,Long,115452.9,0.216539,25000.0555131,131.21,0.52,453.16,1.81,-16.04,-0.06,-2670.97,-26.71
53,Exit short,2025-08-09 10:00:00,SL,117218.6,0.151937,17659.6830911,-164.35,-0.93,50.72,0.29,-157.22,-0.89,-2842.39,-28.42
53,Entry short,2025-08-08 16:15:00,Short,116230.3,0.151937,17659.6830911,-164.35,-0.93,50.72,0.29,-157.22,-0.89,-2842.39,-28.42
54,Exit short,2025-08-09 10:00:00,SL,117218.6,0.151938,17659.799321399998,-164.35,-0.93,50.72,0.29,-157.22,-0.89,-2999.67,-30
54,Entry short,2025-08-08 16:15:00,Short,116230.3,0.151938,17659.799321399998,-164.35,-0.93,50.72,0.29,-157.22,-0.89,-2999.67,-30
55,Exit long,2025-08-10 06:15:00,BE,117951.6,0.212088,25000.021461599998,-3.91,-0.02,172.88,0.69,-89.68,-0.36,-3013.58,-30.14
55,Entry long,2025-08-10 04:00:00,Long,117875.7,0.212088,25000.021461599998,-3.91,-0.02,172.88,0.69,-89.68,-0.36,-3013.58,-30.14
56,Exit long,2025-08-10 06:15:00,BE,117951.6,0.212089,25000.1393373,-3.91,-0.02,172.88,0.69,-89.68,-0.36,-3007.49,-30.07
56,Entry long,2025-08-10 04:00:00,Long,117875.7,0.212089,25000.1393373,-3.91,-0.02,172.88,0.69,-89.68,-0.36,-3007.49,-30.07
57,Exit short,2025-08-13 12:00:00,SL,120492.5,0.110952,13218.765803999999,-160.75,-1.22,115.59,0.87,-155.41,-1.18,-3173.53,-31.74
57,Entry short,2025-08-11 20:30:00,Short,119139.5,0.110952,13218.765803999999,-160.75,-1.22,115.59,0.87,-155.41,-1.18,-3173.53,-31.74
58,Exit short,2025-08-13 12:00:00,SL,120492.5,0.110953,13218.8849435,-160.75,-1.22,115.6,0.87,-155.41,-1.18,-3329,-33.29
58,Entry short,2025-08-11 20:30:00,Short,119139.5,0.110953,13218.8849435,-160.75,-1.22,115.6,0.87,-155.41,-1.18,-3329,-33.29
59,Exit short,2025-08-14 13:30:00,TRAIL,119479,0.211059,25667.286002099998,429.81,1.67,876.58,3.41,-109.4,-0.43,-2899.18,-28.99
59,Entry short,2025-08-14 07:15:00,Short,121611.9,0.211059,25667.286002099998,429.81,1.67,876.58,3.41,-109.4,-0.43,-2899.18,-28.99
60,Exit long,2025-08-17 17:45:00,BE,117777,0.21234,25000.104708,-11.34,-0.05,164.5,0.66,-10.11,-0.04,-2920.52,-29.21
60,Entry long,2025-08-17 05:30:00,Long,117736.2,0.21234,25000.104708,-11.34,-0.05,164.5,0.66,-10.11,-0.04,-2920.52,-29.21
61,Exit long,2025-08-17 17:45:00,BE,117777,0.21234,25000.104708,-11.34,-0.05,164.5,0.66,-10.11,-0.04,-2921.86,-29.22
61,Entry long,2025-08-17 05:30:00,Long,117736.2,0.21234,25000.104708,-11.34,-0.05,164.5,0.66,-10.11,-0.04,-2921.86,-29.22
62,Exit short,2025-08-18 03:15:00,TP1,115760.1,0.212411,24999.882573799998,391.33,1.56,401.16,1.6,-62.93,-0.25,-2540.53,-25.41
62,Entry short,2025-08-17 18:00:00,Short,117695.8,0.212411,24999.882573799998,391.33,1.56,401.16,1.6,-62.93,-0.25,-2540.53,-25.41
63,Exit short,2025-08-18 16:45:00,TRAIL,115897.3,0.212411,24999.882573799998,362.17,1.45,646.52,2.59,-62.93,-0.25,-2168.36,-21.68
63,Entry short,2025-08-17 18:00:00,Short,117695.8,0.212411,24999.882573799998,362.17,1.45,646.52,2.59,-62.93,-0.25,-2168.36,-21.68
64,Exit long,2025-08-19 05:00:00,SL,114692.1,0.150307,17439.1893066,-214.04,-1.23,130.54,0.75,-207.14,-1.19,-2389.37,-23.89
64,Entry long,2025-08-18 17:00:00,Long,116023.8,0.150307,17439.1893066,-214.04,-1.23,130.54,0.75,-207.14,-1.19,-2389.37,-23.89
65,Exit long,2025-08-19 05:00:00,SL,114692.1,0.150308,17439.3053304,-214.04,-1.23,130.54,0.75,-207.14,-1.19,-2596.43,-25.96
65,Entry long,2025-08-18 17:00:00,Long,116023.8,0.150308,17439.3053304,-214.04,-1.23,130.54,0.75,-207.14,-1.19,-2596.43,-25.96
66,Exit long,2025-08-21 17:45:00,SL,112428.2,0.111871,12777.570007,-210.26,-1.64,57.54,0.45,-205.23,-1.61,-2811.8,-28.12
66,Entry long,2025-08-20 17:15:00,Long,114217,0.111871,12777.570007,-210.26,-1.64,57.54,0.45,-205.23,-1.61,-2811.8,-28.12
67,Exit long,2025-08-21 17:45:00,SL,112428.2,0.111871,12777.570007,-210.26,-1.64,57.54,0.45,-205.23,-1.61,-3016.94,-30.17
67,Entry long,2025-08-20 17:15:00,Long,114217,0.111871,12777.570007,-210.26,-1.64,57.54,0.45,-205.23,-1.61,-3016.94,-30.17
68,Exit long,2025-08-23 12:45:00,BE,115350.6,0.093216,10732.563983999999,11.36,0.11,206.46,1.92,-4.35,-0.04,-3009.87,-30.1
68,Entry long,2025-08-22 15:15:00,Long,115136.5,0.093216,10732.563983999999,11.36,0.11,206.46,1.92,-4.35,-0.04,-3009.87,-30.1
69,Exit long,2025-08-23 12:45:00,BE,115350.6,0.093217,10732.679120499999,11.36,0.11,206.46,1.92,-4.35,-0.04,-2994.22,-29.94
69,Entry long,2025-08-22 15:15:00,Long,115136.5,0.093217,10732.679120499999,11.36,0.11,206.46,1.92,-4.35,-0.04,-2994.22,-29.94
70,Exit long,2025-08-24 07:00:00,SL,114895,0.216471,25000.105907399997,-148.62,-0.59,0,0,-138.67,-0.55,-3152.84,-31.53
70,Entry long,2025-08-24 03:15:00,Long,115489.4,0.216471,25000.105907399997,-148.62,-0.59,0,0,-138.67,-0.55,-3152.84,-31.53
71,Exit long,2025-08-24 07:00:00,SL,114895,0.216471,25000.105907399997,-148.62,-0.59,0,0,-138.67,-0.55,-3291.46,-32.91
71,Entry long,2025-08-24 03:15:00,Long,115489.4,0.216471,25000.105907399997,-148.62,-0.59,0,0,-138.67,-0.55,-3291.46,-32.91
72,Exit short,2025-08-24 19:15:00,BE,114775.4,0.217703,24999.8804644,-7.06,-0.03,124.69,0.5,-67.73,-0.27,-3308.52,-33.09
72,Entry short,2025-08-24 07:45:00,Short,114834.8,0.217703,24999.8804644,-7.06,-0.03,124.69,0.5,-67.73,-0.27,-3308.52,-33.09
73,Exit short,2025-08-24 19:15:00,BE,114775.4,0.217703,24999.8804644,-7.06,-0.03,124.69,0.5,-67.73,-0.27,-3305.58,-33.06
73,Entry short,2025-08-24 07:45:00,Short,114834.8,0.217703,24999.8804644,-7.06,-0.03,124.69,0.5,-67.73,-0.27,-3305.58,-33.06
74,Exit long,2025-08-25 20:45:00,SL,110994.5,0.120749,13602.604273099998,-210.93,-1.55,8.17,0.06,-205.57,-1.51,-3521.95,-35.22
74,Entry long,2025-08-25 17:30:00,Long,112651.9,0.120749,13602.604273099998,-210.93,-1.55,8.17,0.06,-205.57,-1.51,-3521.95,-35.22
75,Exit long,2025-08-25 20:45:00,SL,110994.5,0.12075,13602.716924999999,-210.93,-1.55,8.17,0.06,-205.57,-1.51,-3727.45,-37.27
75,Entry long,2025-08-25 17:30:00,Long,112651.9,0.12075,13602.716924999999,-210.93,-1.55,8.17,0.06,-205.57,-1.51,-3727.45,-37.27
76,Exit short,2025-08-27 00:00:00,SL,111939.8,0.077382,8512.0432146,-156.95,-1.84,108.07,1.27,-153.49,-1.8,-3887.8,-38.88
76,Entry short,2025-08-25 21:00:00,Short,110000.3,0.077382,8512.0432146,-156.95,-1.84,108.07,1.27,-153.49,-1.8,-3887.8,-38.88
77,Exit short,2025-08-27 00:00:00,SL,111939.8,0.077382,8512.0432146,-156.95,-1.84,108.07,1.27,-153.49,-1.8,-4041.35,-40.41
77,Entry short,2025-08-25 21:00:00,Short,110000.3,0.077382,8512.0432146,-156.95,-1.84,108.07,1.27,-153.49,-1.8,-4041.35,-40.41
78,Exit short,2025-08-27 14:30:00,SL,111615.6,0.164866,18251.441070200002,-164.84,-0.9,0,0,-157.48,-0.86,-4213.49,-42.13
78,Entry short,2025-08-27 09:45:00,Short,110704.7,0.164866,18251.441070200002,-164.84,-0.9,0,0,-157.48,-0.86,-4213.49,-42.13
79,Exit short,2025-08-27 14:30:00,SL,111615.6,0.164866,18251.441070200002,-164.84,-0.9,0,0,-157.48,-0.86,-4371.03,-43.71
79,Entry short,2025-08-27 09:45:00,Short,110704.7,0.164866,18251.441070200002,-164.84,-0.9,0,0,-157.48,-0.86,-4371.03,-43.71
80,Exit long,2025-08-28 01:30:00,SL,110833,0.152951,17152.1851567,-213.81,-1.25,58.42,0.34,-207.03,-1.21,-4591.7,-45.92
80,Entry long,2025-08-27 15:15:00,Long,112141.7,0.152951,17152.1851567,-213.81,-1.25,58.42,0.34,-207.03,-1.21,-4591.7,-45.92
81,Exit long,2025-08-28 01:30:00,SL,110833,0.152951,17152.1851567,-213.81,-1.25,58.42,0.34,-207.03,-1.21,-4798.64,-47.99
81,Entry long,2025-08-27 15:15:00,Long,112141.7,0.152951,17152.1851567,-213.81,-1.25,58.42,0.34,-207.03,-1.21,-4798.64,-47.99
82,Exit long,2025-08-29 02:15:00,SL,111781.2,0.173993,19649.3252781,-215.82,-1.1,78.67,0.4,-208.04,-1.06,-5022.32,-50.22
82,Entry long,2025-08-28 05:45:00,Long,112931.7,0.173993,19649.3252781,-215.82,-1.1,78.67,0.4,-208.04,-1.06,-5022.32,-50.22
83,Exit long,2025-08-29 02:15:00,SL,111781.2,0.173994,19649.438209800002,-215.82,-1.1,78.67,0.4,-208.04,-1.06,-5230.28,-52.3
83,Entry long,2025-08-28 05:45:00,Long,112931.7,0.173994,19649.438209800002,-215.82,-1.1,78.67,0.4,-208.04,-1.06,-5230.28,-52.3
84,Exit short,2025-09-02 04:15:00,SL,110473.6,0.084961,9235.855426999999,-157.54,-1.71,123.36,1.34,-153.79,-1.66,-5391.52,-53.92
84,Entry short,2025-08-29 15:00:00,Short,108707,0.084961,9235.855426999999,-157.54,-1.71,123.36,1.34,-153.79,-1.66,-5391.52,-53.92
85,Exit short,2025-09-02 04:15:00,SL,110473.6,0.084961,9235.855426999999,-157.54,-1.71,123.36,1.34,-153.79,-1.66,-5545.36,-55.45
85,Entry short,2025-08-29 15:00:00,Short,108707,0.084961,9235.855426999999,-157.54,-1.71,123.36,1.34,-153.79,-1.66,-5545.36,-55.45
86,Exit short,2025-09-02 14:30:00,SL,110024.5,0.117706,12800.421564600001,-160.42,-1.25,2.08,0.02,-155.24,-1.21,-5710.91,-57.11
86,Entry short,2025-09-02 13:45:00,Short,108749.1,0.117706,12800.421564600001,-160.42,-1.25,2.08,0.02,-155.24,-1.21,-5710.91,-57.11
87,Exit short,2025-09-02 14:30:00,SL,110024.5,0.117707,12800.530313700001,-160.42,-1.25,2.08,0.02,-155.24,-1.21,-5866.21,-58.66
87,Entry short,2025-09-02 13:45:00,Short,108749.1,0.117707,12800.530313700001,-160.42,-1.25,2.08,0.02,-155.24,-1.21,-5866.21,-58.66
88,Exit long,2025-09-04 16:15:00,SL,109284.4,0.109382,12153.860609799998,-209.76,-1.73,151.26,1.24,-204.98,-1.69,-6080.83,-60.81
88,Entry long,2025-09-02 14:45:00,Long,111113.9,0.109382,12153.860609799998,-209.76,-1.73,151.26,1.24,-204.98,-1.69,-6080.83,-60.81
89,Exit long,2025-09-04 16:15:00,SL,109284.4,0.109383,12153.971723699999,-209.76,-1.73,151.26,1.24,-204.98,-1.69,-6285.73,-62.86
