tv_seq,tv_side,tv_entry_time,tv_exit_time,tv_entry_price,tv_exit_price,tv_qty,tv_reason,py_seq,py_side,py_entry_time,py_exit_time,py_entry_price,py_exit_price,py_qty,py_reason,side_match,reason_match,entry_time_diff_min,exit_time_diff_min,entry_price_diff,exit_price_diff,qty_diff,entry_price_match,exit_price_match,qty_match,all_price_qty_match,all_core_match
34,LONG,2025-07-17 20:00:00+00:00,2025-07-18 08:30:00+00:00,118761.7,118915.1,0.129925,BE,34,LONG,2025-07-17 20:00:00+00:00,2025-07-18 08:30:00+00:00,118761.7,118915.18533096292,0.1299239999999999,BE,True,True,0.0,0.0,0.0,0.0853309629164869,-1.0000000001120224e-06,True,True,False,False,True
35,SHORT,2025-07-18 15:45:00+00:00,2025-07-21 07:30:00+00:00,117829.5,119686.0,0.080844,SL,35,SHORT,2025-07-18 15:45:00+00:00,2025-07-21 07:30:00+00:00,117829.5,119685.91436473794,0.080844,SL,True,True,0.0,0.0,0.0,-0.08563526206125971,0.0,True,True,True,True,True
36,SHORT,2025-07-18 15:45:00+00:00,2025-07-21 07:30:00+00:00,117829.5,119686.0,0.080844,SL,36,SHORT,2025-07-18 15:45:00+00:00,2025-07-21 07:30:00+00:00,117829.5,119685.91436473794,0.080844,SL,True,True,0.0,0.0,0.0,-0.08563526206125971,0.0,True,True,True,True,True
37,LONG,2025-07-21 07:30:00+00:00,2025-07-21 12:00:00+00:00,119267.2,118016.1,0.159994,SL,37,LONG,2025-07-21 07:30:00+00:00,2025-07-21 12:00:00+00:00,119267.2,118016.1584204907,0.159994,SL,True,True,0.0,0.0,0.0,0.05842049069178756,0.0,True,True,True,True,True
38,LONG,2025-07-21 07:30:00+00:00,2025-07-21 12:00:00+00:00,119267.2,118016.1,0.159995,SL,38,LONG,2025-07-21 07:30:00+00:00,2025-07-21 12:00:00+00:00,119267.2,118016.1584204907,0.159994,SL,True,True,0.0,0.0,0.0,0.05842049069178756,-1.000000000001e-06,True,True,False,False,True
39,SHORT,2025-07-21 12:00:00+00:00,2025-07-22 07:00:00+00:00,118188.9,118075.1,0.131201,BE,39,SHORT,2025-07-21 12:00:00+00:00,2025-07-22 07:00:00+00:00,118188.9,118075.02189691184,0.1312009999999999,BE,True,True,0.0,0.0,0.0,-0.07810308816260658,-1.1102230246251565e-16,True,True,True,True,True
40,SHORT,2025-07-21 12:00:00+00:00,2025-07-22 07:00:00+00:00,118188.9,118075.1,0.131201,BE,40,SHORT,2025-07-21 12:00:00+00:00,2025-07-22 07:00:00+00:00,118188.9,118075.02189691184,0.1312009999999999,BE,True,True,0.0,0.0,0.0,-0.07810308816260658,-1.1102230246251565e-16,True,True,True,True,True
41,LONG,2025-07-22 07:45:00+00:00,2025-07-22 13:45:00+00:00,117960.0,118115.5,0.128219,BE,41,LONG,2025-07-22 07:45:00+00:00,2025-07-22 13:45:00+00:00,117960.0,118115.53308555,0.128219,BE,True,True,0.0,0.0,0.0,0.033085550006944686,0.0,True,True,True,True,True
42,LONG,2025-07-22 07:45:00+00:00,2025-07-22 13:45:00+00:00,117960.0,118115.5,0.128219,BE,42,LONG,2025-07-22 07:45:00+00:00,2025-07-22 13:45:00+00:00,117960.0,118115.53308555,0.128219,BE,True,True,0.0,0.0,0.0,0.033085550006944686,0.0,True,True,True,True,True
43,LONG,2025-07-22 13:45:00+00:00,2025-07-23 07:45:00+00:00,118135.6,118297.2,0.123376,BE,43,LONG,2025-07-22 13:45:00+00:00,2025-07-23 07:45:00+00:00,118135.6,118297.25591310064,0.123376,BE,True,True,0.0,0.0,0.0,0.05591310064482968,0.0,True,True,True,True,True
44,LONG,2025-07-22 13:45:00+00:00,2025-07-23 07:45:00+00:00,118135.6,118297.2,0.123376,BE,44,LONG,2025-07-22 13:45:00+00:00,2025-07-23 07:45:00+00:00,118135.6,118297.25591310064,0.123376,BE,True,True,0.0,0.0,0.0,0.05591310064482968,0.0,True,True,True,True,True
45,SHORT,2025-07-23 07:45:00+00:00,2025-07-23 15:45:00+00:00,118326.5,118239.9,0.17214,BE,45,SHORT,2025-07-23 07:45:00+00:00,2025-07-23 15:45:00+00:00,118326.5,118239.81189621636,0.17214,BE,True,True,0.0,0.0,0.0,-0.0881037836370524,0.0,True,True,True,True,True
46,SHORT,2025-07-23 07:45:00+00:00,2025-07-23 15:45:00+00:00,118326.5,118239.9,0.172141,BE,46,SHORT,2025-07-23 07:45:00+00:00,2025-07-23 15:45:00+00:00,118326.5,118239.81189621636,0.17214,BE,True,True,0.0,0.0,0.0,-0.0881037836370524,-1.000000000001e-06,True,True,False,False,True
47,SHORT,2025-07-23 15:45:00+00:00,2025-07-24 07:45:00+00:00,118530.5,118390.8,0.106995,BE,47,SHORT,2025-07-23 15:45:00+00:00,2025-07-24 07:45:00+00:00,118530.5,118390.75712289591,0.1069949999999999,BE,True,True,0.0,0.0,0.0,-0.04287710408971179,-1.1102230246251565e-16,True,True,True,True,True
48,SHORT,2025-07-23 15:45:00+00:00,2025-07-24 07:45:00+00:00,118530.5,118390.8,0.106995,BE,48,SHORT,2025-07-23 15:45:00+00:00,2025-07-24 07:45:00+00:00,118530.5,118390.75712289591,0.1069949999999999,BE,True,True,0.0,0.0,0.0,-0.04287710408971179,-1.1102230246251565e-16,True,True,True,True,True
49,SHORT,2025-07-24 07:45:00+00:00,2025-07-25 23:30:00+00:00,118367.5,117491.8,0.106273,TRAIL,49,SHORT,2025-07-24 07:45:00+00:00,2025-07-25 23:30:00+00:00,118367.5,117491.70754306152,0.1062729999999999,TRAIL,True,True,0.0,0.0,0.0,-0.0924569384806091,-1.1102230246251565e-16,True,True,True,True,True
50,SHORT,2025-07-24 07:45:00+00:00,2025-07-25 23:30:00+00:00,118367.5,117491.8,0.106273,TRAIL,50,SHORT,2025-07-24 07:45:00+00:00,2025-07-25 23:30:00+00:00,118367.5,117491.70754306152,0.1062729999999999,TRAIL,True,True,0.0,0.0,0.0,-0.0924569384806091,-1.1102230246251565e-16,True,True,True,True,True
51,LONG,2025-07-25 23:45:00+00:00,2025-07-28 17:15:00+00:00,117584.0,117682.8,0.201484,BE,51,LONG,2025-07-25 23:45:00+00:00,2025-07-28 17:15:00+00:00,117584.0,117682.81339479894,0.201484,BE,True,True,0.0,0.0,0.0,0.013394798937952146,0.0,True,True,True,True,True
52,LONG,2025-07-25 23:45:00+00:00,2025-07-28 17:15:00+00:00,117584.0,117682.8,0.201484,BE,52,LONG,2025-07-25 23:45:00+00:00,2025-07-28 17:15:00+00:00,117584.0,117682.81339479894,0.201484,BE,True,True,0.0,0.0,0.0,0.013394798937952146,0.0,True,True,True,True,True
53,SHORT,2025-07-28 17:15:00+00:00,2025-07-29 07:45:00+00:00,118005.6,119204.7,0.125203,SL,53,SHORT,2025-07-28 17:15:00+00:00,2025-07-29 07:45:00+00:00,118005.6,119204.65403337072,0.125202,SL,True,True,0.0,0.0,0.0,-0.045966629273607396,-1.000000000001e-06,True,True,False,False,True
54,SHORT,2025-07-28 17:15:00+00:00,2025-07-29 07:45:00+00:00,118005.6,119204.7,0.125203,SL,54,SHORT,2025-07-28 17:15:00+00:00,2025-07-29 07:45:00+00:00,118005.6,119204.65403337072,0.125202,SL,True,True,0.0,0.0,0.0,-0.045966629273607396,-1.000000000001e-06,True,True,False,False,True
55,LONG,2025-07-29 07:45:00+00:00,2025-07-29 14:00:00+00:00,118856.7,117918.3,0.210338,SL,55,LONG,2025-07-29 07:45:00+00:00,2025-07-29 14:00:00+00:00,118856.7,117918.32025714272,0.210338,SL,True,True,0.0,0.0,0.0,0.020257142721675336,0.0,True,True,True,True,True
56,LONG,2025-07-29 07:45:00+00:00,2025-07-29 14:00:00+00:00,118856.7,117918.3,0.210338,SL,56,LONG,2025-07-29 07:45:00+00:00,2025-07-29 14:00:00+00:00,118856.7,117918.32025714272,0.210338,SL,True,True,0.0,0.0,0.0,0.020257142721675336,0.0,True,True,True,True,True
57,LONG,2025-07-29 14:00:00+00:00,2025-07-29 16:30:00+00:00,118116.6,116962.3,0.173423,SL,57,LONG,2025-07-29 14:00:00+00:00,2025-07-29 16:30:00+00:00,118116.6,116962.35564169745,0.173423,SL,True,True,0.0,0.0,0.0,0.055641697443206795,0.0,True,True,True,True,True
58,LONG,2025-07-29 14:00:00+00:00,2025-07-29 16:30:00+00:00,118116.6,116962.3,0.173424,SL,58,LONG,2025-07-29 14:00:00+00:00,2025-07-29 16:30:00+00:00,118116.6,116962.35564169745,0.173423,SL,True,True,0.0,0.0,0.0,0.055641697443206795,-1.000000000001e-06,True,True,False,False,True
59,SHORT,2025-07-29 16:30:00+00:00,2025-07-30 15:00:00+00:00,117429.5,118699.7,0.118191,SL,59,SHORT,2025-07-29 16:30:00+00:00,2025-07-30 15:00:00+00:00,117429.5,118699.62790221408,0.1181909999999999,SL,True,True,0.0,0.0,0.0,-0.07209778591641225,-1.1102230246251565e-16,True,True,True,True,True
60,SHORT,2025-07-29 16:30:00+00:00,2025-07-30 15:00:00+00:00,117429.5,118699.7,0.118191,SL,60,SHORT,2025-07-29 16:30:00+00:00,2025-07-30 15:00:00+00:00,117429.5,118699.62790221408,0.1181909999999999,SL,True,True,0.0,0.0,0.0,-0.07209778591641225,-1.1102230246251565e-16,True,True,True,True,True
61,SHORT,2025-07-30 18:45:00+00:00,2025-07-31 00:15:00+00:00,116476.5,118004.8,0.098216,SL,61,SHORT,2025-07-30 18:45:00+00:00,2025-07-31 00:15:00+00:00,116476.5,118004.74488334016,0.098216,SL,True,True,0.0,0.0,0.0,-0.05511665984522551,0.0,True,True,True,True,True
62,SHORT,2025-07-30 18:45:00+00:00,2025-07-31 00:15:00+00:00,116476.5,118004.8,0.098216,SL,62,SHORT,2025-07-30 18:45:00+00:00,2025-07-31 00:15:00+00:00,116476.5,118004.74488334016,0.098216,SL,True,True,0.0,0.0,0.0,-0.05511665984522551,0.0,True,True,True,True,True
63,LONG,2025-07-31 00:30:00+00:00,2025-07-31 19:00:00+00:00,118299.6,117289.5,0.198213,SL,63,LONG,2025-07-31 00:30:00+00:00,2025-07-31 19:00:00+00:00,118299.6,117289.5848848456,0.198213,SL,True,True,0.0,0.0,0.0,0.08488484559347853,0.0,True,True,True,True,True
64,LONG,2025-07-31 00:30:00+00:00,2025-07-31 19:00:00+00:00,118299.6,117289.5,0.198213,SL,64,LONG,2025-07-31 00:30:00+00:00,2025-07-31 19:00:00+00:00,118299.6,117289.5848848456,0.198213,SL,True,True,0.0,0.0,0.0,0.08488484559347853,0.0,True,True,True,True,True
65,SHORT,2025-07-31 19:45:00+00:00,2025-08-02 17:45:00+00:00,116718.4,112584.9,0.108853,TP1,65,SHORT,2025-07-31 19:45:00+00:00,2025-08-02 17:45:00+00:00,116718.4,112585.41538163029,0.1088529999999999,TP1,True,True,0.0,0.0,0.0,0.515381630291813,-1.1102230246251565e-16,True,False,True,False,True
66,SHORT,2025-07-31 19:45:00+00:00,2025-08-03 19:30:00+00:00,116718.4,114607.5,0.108854,TRAIL,66,SHORT,2025-07-31 19:45:00+00:00,2025-08-03 19:30:00+00:00,116718.4,114607.4897455798,0.1088539999999999,TRAIL,True,True,0.0,0.0,0.0,-0.010254420194542035,-1.1102230246251565e-16,True,True,True,True,True
67,LONG,2025-08-03 19:30:00+00:00,2025-08-05 03:00:00+00:00,114359.8,114437.8,0.218609,BE,67,LONG,2025-08-03 19:30:00+00:00,2025-08-05 03:00:00+00:00,114359.8,114437.80526364112,0.218609,BE,True,True,0.0,0.0,0.0,0.005263641112833284,0.0,True,True,True,True,True
68,LONG,2025-08-03 19:30:00+00:00,2025-08-05 03:00:00+00:00,114359.8,114437.8,0.218609,BE,68,LONG,2025-08-03 19:30:00+00:00,2025-08-05 03:00:00+00:00,114359.8,114437.80526364112,0.218609,BE,True,True,0.0,0.0,0.0,0.005263641112833284,0.0,True,True,True,True,True
69,LONG,2025-08-05 03:00:00+00:00,2025-08-05 12:30:00+00:00,114420.0,113615.1,0.218494,SL,69,LONG,2025-08-05 03:00:00+00:00,2025-08-05 12:30:00+00:00,114420.0,113615.12129149857,0.218494,SL,True,True,0.0,0.0,0.0,0.02129149856045842,0.0,True,True,True,True,True
70,LONG,2025-08-05 03:00:00+00:00,2025-08-05 12:30:00+00:00,114420.0,113615.1,0.218494,SL,70,LONG,2025-08-05 03:00:00+00:00,2025-08-05 12:30:00+00:00,114420.0,113615.12129149857,0.218494,SL,True,True,0.0,0.0,0.0,0.02129149856045842,0.0,True,True,True,True,True
71,SHORT,2025-08-05 15:45:00+00:00,2025-08-06 14:00:00+00:00,112871.3,114405.2,0.097859,SL,71,SHORT,2025-08-05 15:45:00+00:00,2025-08-06 14:00:00+00:00,112871.3,114405.11028352629,0.097859,SL,True,True,0.0,0.0,0.0,-0.08971647371072322,0.0,True,True,True,True,True
72,SHORT,2025-08-05 15:45:00+00:00,2025-08-06 14:00:00+00:00,112871.3,114405.2,0.097859,SL,72,SHORT,2025-08-05 15:45:00+00:00,2025-08-06 14:00:00+00:00,112871.3,114405.11028352629,0.097859,SL,True,True,0.0,0.0,0.0,-0.08971647371072322,0.0,True,True,True,True,True
73,LONG,2025-08-06 14:00:00+00:00,2025-08-07 04:45:00+00:00,114197.9,114306.5,0.183258,BE,73,LONG,2025-08-06 14:00:00+00:00,2025-08-07 04:45:00+00:00,114197.9,114306.58556770168,0.183258,BE,True,True,0.0,0.0,0.0,0.08556770168070216,0.0,True,True,True,True,True
74,LONG,2025-08-06 14:00:00+00:00,2025-08-07 04:45:00+00:00,114197.9,114306.5,0.183258,BE,74,LONG,2025-08-06 14:00:00+00:00,2025-08-07 04:45:00+00:00,114197.9,114306.58556770168,0.183258,BE,True,True,0.0,0.0,0.0,0.08556770168070216,0.0,True,True,True,True,True
75,SHORT,2025-08-07 04:45:00+00:00,2025-08-07 08:00:00+00:00,114308.0,114929.1,0.218706,SL,75,SHORT,2025-08-07 04:45:00+00:00,2025-08-07 08:00:00+00:00,114308.0,114929.0740978597,0.2187059999999999,SL,True,True,0.0,0.0,0.0,-0.025902140303514898,-1.1102230246251565e-16,True,True,True,True,True
76,SHORT,2025-08-07 04:45:00+00:00,2025-08-07 08:00:00+00:00,114308.0,114929.1,0.218706,SL,76,SHORT,2025-08-07 04:45:00+00:00,2025-08-07 08:00:00+00:00,114308.0,114929.0740978597,0.2187059999999999,SL,True,True,0.0,0.0,0.0,-0.025902140303514898,-1.1102230246251565e-16,True,True,True,True,True
77,LONG,2025-08-07 08:15:00+00:00,2025-08-07 19:30:00+00:00,115117.6,116961.5,0.21717,TP1,77,LONG,2025-08-07 08:15:00+00:00,2025-08-07 19:30:00+00:00,115117.6,116960.99593300952,0.21717,TP1,True,True,0.0,0.0,0.0,-0.5040669904847164,0.0,True,False,True,False,True
78,LONG,2025-08-07 08:15:00+00:00,2025-08-08 06:00:00+00:00,115117.6,116360.7,0.21717,TRAIL,78,LONG,2025-08-07 08:15:00+00:00,2025-08-08 06:00:00+00:00,115117.6,116360.702711327,0.21717,TRAIL,True,True,0.0,0.0,0.0,0.002711327004362829,0.0,True,True,True,True,True
79,LONG,2025-08-08 06:00:00+00:00,2025-08-08 14:15:00+00:00,116524.6,116590.9,0.214547,BE,79,LONG,2025-08-08 06:00:00+00:00,2025-08-08 14:15:00+00:00,116524.6,116590.92751627842,0.214547,BE,True,True,0.0,0.0,0.0,0.027516278423718177,0.0,True,True,True,True,True
80,LONG,2025-08-08 06:00:00+00:00,2025-08-08 14:15:00+00:00,116524.6,116590.9,0.214548,BE,80,LONG,2025-08-08 06:00:00+00:00,2025-08-08 14:15:00+00:00,116524.6,116590.92751627842,0.214547,BE,True,True,0.0,0.0,0.0,0.027516278423718177,-1.000000000001e-06,True,True,False,False,True
81,LONG,2025-08-08 14:15:00+00:00,2025-08-09 14:00:00+00:00,116690.2,116777.2,0.214243,BE,81,LONG,2025-08-08 14:15:00+00:00,2025-08-09 14:00:00+00:00,116690.2,116777.2980926757,0.214243,BE,True,True,0.0,0.0,0.0,0.09809267570381053,0.0,True,True,True,True,True
82,LONG,2025-08-08 14:15:00+00:00,2025-08-09 14:00:00+00:00,116690.2,116777.2,0.214243,BE,82,LONG,2025-08-08 14:15:00+00:00,2025-08-09 14:00:00+00:00,116690.2,116777.2980926757,0.214243,BE,True,True,0.0,0.0,0.0,0.09809267570381053,0.0,True,True,True,True,True
