candidate_id,asset,timeframe,entry_time,exit_time,direction,entry_price,exit_price,gross_return_pct,net_return_pct,holding_bars
CANDIDATE_001,BTCUSDT,1D,2020-01-27 00:00:00+00:00,2020-02-16 00:00:00+00:00,long,8611.21,9921.86,15.220276825208101,15.100276825208102,20
CANDIDATE_001,BTCUSDT,1D,2020-05-28 00:00:00+00:00,2020-06-11 00:00:00+00:00,long,9197.32,9278.03,0.8775382394001774,0.7575382394001774,14
CANDIDATE_001,BTCUSDT,1D,2020-06-17 00:00:00+00:00,2020-06-17 00:00:00+00:00,long,9519.13,9458.45,-0.6374532126360077,-0.7574532126360077,0
CANDIDATE_001,BTCUSDT,1D,2020-08-21 00:00:00+00:00,2020-08-21 00:00:00+00:00,long,11858.53,11538.53,-2.6984794911342314,-2.8184794911342315,0
CANDIDATE_001,BTCUSDT,1D,2020-08-25 00:00:00+00:00,2020-08-25 00:00:00+00:00,long,11753.29,11327.17,-3.625538040837939,-3.745538040837939,0
CANDIDATE_001,BTCUSDT,1D,2020-08-31 00:00:00+00:00,2020-09-02 00:00:00+00:00,long,11714.13,11396.96,-2.7075847715536727,-2.827584771553673,2
CANDIDATE_001,BTCUSDT,1D,2020-10-09 00:00:00+00:00,2020-10-29 00:00:00+00:00,long,10919.45,13446.65,23.144022821662258,23.024022821662257,20
CANDIDATE_001,BTCUSDT,1D,2021-04-05 00:00:00+00:00,2021-04-07 00:00:00+00:00,long,58234.61,56018.18,-3.8060356203982515,-3.9260356203982516,2
CANDIDATE_001,BTCUSDT,1D,2021-04-09 00:00:00+00:00,2021-04-18 00:00:00+00:00,long,58122.93,52920.50571428571,-8.950726134615527,-9.070726134615526,9
CANDIDATE_001,BTCUSDT,1D,2021-09-02 00:00:00+00:00,2021-09-07 00:00:00+00:00,long,48842.93,44528.94285714286,-8.832367638176375,-8.952367638176375,5
CANDIDATE_001,BTCUSDT,1D,2021-11-08 00:00:00+00:00,2021-11-16 00:00:00+00:00,long,63316.4,60106.03,-5.0703609175505875,-5.190360917550588,8
CANDIDATE_001,BTCUSDT,1D,2022-08-06 00:00:00+00:00,2022-08-17 00:00:00+00:00,long,23298.0,23333.1,0.15065670873035675,0.030656708730356752,11
CANDIDATE_001,BTCUSDT,1D,2022-11-05 00:00:00+00:00,2022-11-08 00:00:00+00:00,long,21137.6,19840.385714285712,-6.1369989294635445,-6.256998929463545,3
CANDIDATE_001,BTCUSDT,1D,2023-02-08 00:00:00+00:00,2023-02-09 00:00:00+00:00,long,23234.1,21793.4,-6.200799686667424,-6.320799686667424,1
CANDIDATE_001,BTCUSDT,1D,2023-03-02 00:00:00+00:00,2023-03-03 00:00:00+00:00,long,23619.8,22342.8,-5.406481003226105,-5.526481003226105,1
CANDIDATE_001,BTCUSDT,1D,2023-04-05 00:00:00+00:00,2023-04-19 00:00:00+00:00,long,28155.1,28795.1,2.2731228090115074,2.1531228090115073,14
CANDIDATE_001,BTCUSDT,1D,2023-07-08 00:00:00+00:00,2023-07-17 00:00:00+00:00,long,30328.0,30126.1,-0.6657214455288885,-0.7857214455288885,9
CANDIDATE_001,BTCUSDT,1D,2023-07-24 00:00:00+00:00,2023-07-24 00:00:00+00:00,long,30070.9,29163.8,-3.0165375828458796,-3.1365375828458797,0
CANDIDATE_001,BTCUSDT,1D,2023-09-29 00:00:00+00:00,2023-10-11 00:00:00+00:00,long,27011.7,26864.5,-0.5449490406009283,-0.6649490406009283,12
CANDIDATE_001,BTCUSDT,1D,2023-10-16 00:00:00+00:00,2023-11-05 00:00:00+00:00,long,27139.8,35025.5,29.05585155380659,28.93585155380659,20
CANDIDATE_001,BTCUSDT,1D,2023-11-23 00:00:00+00:00,2023-12-13 00:00:00+00:00,long,37413.5,42875.0,14.59767196332875,14.477671963328751,20
CANDIDATE_001,BTCUSDT,1D,2023-12-17 00:00:00+00:00,2023-12-29 00:00:00+00:00,long,42287.4,42095.1,-0.45474538515019036,-0.5747453851501904,12
CANDIDATE_001,BTCUSDT,1D,2024-01-02 00:00:00+00:00,2024-01-03 00:00:00+00:00,long,44230.3,41283.2,-6.663079382233461,-6.783079382233461,1
CANDIDATE_001,BTCUSDT,1D,2024-02-25 00:00:00+00:00,2024-03-16 00:00:00+00:00,long,51602.1,65351.0,26.644070687045684,26.524070687045683,20
CANDIDATE_001,BTCUSDT,1D,2024-05-31 00:00:00+00:00,2024-06-11 00:00:00+00:00,long,68402.6,67320.7,-1.5816650244289132,-1.7016650244289133,11
CANDIDATE_001,BTCUSDT,1D,2024-09-18 00:00:00+00:00,2024-10-01 00:00:00+00:00,long,60281.0,60776.8,0.8224813788755947,0.7024813788755947,13
CANDIDATE_001,BTCUSDT,1D,2024-10-07 00:00:00+00:00,2024-10-07 00:00:00+00:00,long,62789.2,62190.7,-0.9531894019990661,-1.0731894019990662,0
CANDIDATE_001,BTCUSDT,1D,2024-10-25 00:00:00+00:00,2024-11-04 00:00:00+00:00,long,68173.8,67834.3,-0.4979918971804387,-0.6179918971804387,10
CANDIDATE_001,BTCUSDT,1D,2024-11-06 00:00:00+00:00,2024-11-26 00:00:00+00:00,long,69353.1,92021.4,32.68534499539313,32.56534499539313,20
CANDIDATE_001,BTCUSDT,1D,2025-05-06 00:00:00+00:00,2025-05-26 00:00:00+00:00,long,94696.7,109386.8,15.512789780425296,15.392789780425296,20
CANDIDATE_001,BTCUSDT,1D,2025-06-08 00:00:00+00:00,2025-06-12 00:00:00+00:00,long,105507.5,105609.5,0.09667559178256901,-0.02332440821743098,4
CANDIDATE_001,BTCUSDT,1D,2025-06-17 00:00:00+00:00,2025-06-17 00:00:00+00:00,long,106750.1,104508.0,-2.1003259013340547,-2.220325901334055,0
CANDIDATE_001,BTCUSDT,1D,2025-07-03 00:00:00+00:00,2025-07-23 00:00:00+00:00,long,108800.0,118713.5,9.111672794117641,8.991672794117642,20
CANDIDATE_001,BTCUSDT,1D,2025-07-27 00:00:00+00:00,2025-07-31 00:00:00+00:00,long,117889.3,115697.3,-1.859371461192827,-1.979371461192827,4
CANDIDATE_001,BTCUSDT,1D,2026-01-12 00:00:00+00:00,2026-01-20 00:00:00+00:00,long,90964.4,88390.6,-2.8294585574136555,-2.9494585574136556,8
CANDIDATE_001,BTCUSDT,1D,2026-03-24 00:00:00+00:00,2026-03-26 00:00:00+00:00,long,70866.0,68788.0,-2.9322947534783927,-3.052294753478393,2
CANDIDATE_001,ETHUSDT,1D,2020-05-28 00:00:00+00:00,2020-06-11 00:00:00+00:00,long,208.27,230.48,10.664041868728091,10.544041868728092,14
CANDIDATE_001,ETHUSDT,1D,2020-07-20 00:00:00+00:00,2020-07-20 00:00:00+00:00,long,239.18,236.03,-1.3169997491429108,-1.436999749142911,0
CANDIDATE_001,ETHUSDT,1D,2020-07-22 00:00:00+00:00,2020-08-11 00:00:00+00:00,long,245.56,379.3,54.463267633165025,54.34326763316503,20
CANDIDATE_001,ETHUSDT,1D,2020-10-19 00:00:00+00:00,2020-10-30 00:00:00+00:00,long,378.28,382.4,1.089140319340176,0.9691403193401761,11
CANDIDATE_001,ETHUSDT,1D,2022-12-09 00:00:00+00:00,2022-12-15 00:00:00+00:00,long,1279.72,1266.26,-1.051792579626798,-1.171792579626798,6
CANDIDATE_001,ETHUSDT,1D,2023-02-08 00:00:00+00:00,2023-02-09 00:00:00+00:00,long,1670.5,1544.68,-7.531876683627647,-7.6518766836276475,1
CANDIDATE_001,ETHUSDT,1D,2023-02-27 00:00:00+00:00,2023-02-28 00:00:00+00:00,long,1640.51,1604.72,-2.181638636765393,-2.301638636765393,1
CANDIDATE_001,ETHUSDT,1D,2023-03-02 00:00:00+00:00,2023-03-03 00:00:00+00:00,long,1664.47,1568.86,-5.744170817136995,-5.864170817136995,1
CANDIDATE_001,ETHUSDT,1D,2023-03-29 00:00:00+00:00,2023-04-18 00:00:00+00:00,long,1772.11,2103.29,18.688456134212885,18.568456134212884,20
CANDIDATE_001,ETHUSDT,1D,2023-06-07 00:00:00+00:00,2023-06-07 00:00:00+00:00,long,1883.26,1831.31,-2.758514490829733,-2.8785144908297333,0
CANDIDATE_001,ETHUSDT,1D,2023-06-30 00:00:00+00:00,2023-07-06 00:00:00+00:00,long,1851.18,1844.82,-0.34356464525330255,-0.46356464525330254,6
CANDIDATE_001,ETHUSDT,1D,2023-11-29 00:00:00+00:00,2023-12-17 00:00:00+00:00,long,2048.21,2197.93,7.3097973352341805,7.18979733523418,18
CANDIDATE_001,ETHUSDT,1D,2023-12-22 00:00:00+00:00,2023-12-26 00:00:00+00:00,long,2241.47,2232.44,-0.40286062271632783,-0.5228606227163278,4
CANDIDATE_001,ETHUSDT,1D,2024-04-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,long,3648.8,3506.52,-3.8993641745231344,-4.019364174523134,0
CANDIDATE_001,ETHUSDT,1D,2025-09-04 00:00:00+00:00,2025-09-04 00:00:00+00:00,long,4448.22,4295.68,-3.429236863284635,-3.549236863284635,0
CANDIDATE_001,ETHUSDT,1D,2026-01-12 00:00:00+00:00,2026-01-20 00:00:00+00:00,long,3122.0,2927.1985714285715,-6.239635764619744,-6.359635764619744,8
CANDIDATE_001,SOLUSDT,1D,2024-06-05 00:00:00+00:00,2024-06-07 00:00:00+00:00,long,171.889,155.76271428571428,-9.381802043345255,-9.501802043345254,2
CANDIDATE_001,SOLUSDT,1D,2025-07-07 00:00:00+00:00,2025-07-07 00:00:00+00:00,long,151.8,148.82,-1.9631093544137168,-2.083109354413717,0
CANDIDATE_001,SOLUSDT,1D,2025-07-09 00:00:00+00:00,2025-07-29 00:00:00+00:00,long,151.59,181.39,19.65828880533016,19.538288805330158,20
CANDIDATE_001,SOLUSDT,1D,2025-09-08 00:00:00+00:00,2025-09-22 00:00:00+00:00,long,206.28,220.28,6.78689160364554,6.6668916036455395,14
CANDIDATE_001,BNBUSDT,1D,2020-05-28 00:00:00+00:00,2020-06-11 00:00:00+00:00,long,16.481,16.231,-1.5168982464656255,-1.6368982464656257,14
