candidate_id,asset,timeframe,variant,parameter_set,entry_time,exit_time,direction,entry_price,exit_price,gross_return_pct,net_return_pct,hold_bars
BIGBELUGA,BTCUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2019-11-11 00:00:00+00:00,2019-11-23 00:00:00+00:00,short,9041.31,7305.99,23.752017,23.632017,12
BIGBELUGA,BTCUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2019-12-17 00:00:00+00:00,2019-12-18 00:00:00+00:00,short,6887.48,7440.27285714,-7.429739,-7.549739,1
BIGBELUGA,BTCUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2019-12-25 00:00:00+00:00,2020-01-06 00:00:00+00:00,long,7251.57,7757.39,6.975317,6.855317,12
BIGBELUGA,XRPUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-02-28 00:00:00+00:00,2020-03-11 00:00:00+00:00,short,0.2387,0.2084,14.539347,14.419347,12
BIGBELUGA,ETHUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-02-29 00:00:00+00:00,2020-03-12 00:00:00+00:00,short,227.04,106.71,112.763565,112.643565,12
BIGBELUGA,BTCUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-02-29 00:00:00+00:00,2020-03-12 00:00:00+00:00,short,8699.86,4764.65,82.591796,82.471796,12
BIGBELUGA,XRPUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-03-29 00:00:00+00:00,2020-04-10 00:00:00+00:00,long,0.1755,0.1876,6.894587,6.774587,12
BIGBELUGA,LTCUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-04-18 00:00:00+00:00,2020-04-29 00:00:00+00:00,short,42.16,47.58285714,-11.396661,-11.516661,11
BIGBELUGA,XRPUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-05-13 00:00:00+00:00,2020-05-25 00:00:00+00:00,short,0.1972,0.1961,0.560938,0.440938,12
BIGBELUGA,LTCUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-05-13 00:00:00+00:00,2020-05-25 00:00:00+00:00,short,42.2,42.97,-1.791948,-1.911948,12
BIGBELUGA,ETHUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-05-13 00:00:00+00:00,2020-05-25 00:00:00+00:00,short,189.64,204.1,-7.084762,-7.204762,12
BIGBELUGA,BNBUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-05-13 00:00:00+00:00,2020-05-25 00:00:00+00:00,short,15.756,16.385,-3.838877,-3.958877,12
BIGBELUGA,TRXUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-05-13 00:00:00+00:00,2020-05-25 00:00:00+00:00,short,0.01457,0.01472,-1.019022,-1.139022,12
BIGBELUGA,XRPUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-06-02 00:00:00+00:00,2020-06-02 00:00:00+00:00,long,0.2114,0.1948,-7.852412,-7.972412,0
BIGBELUGA,LINKUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-06-14 00:00:00+00:00,2020-06-23 00:00:00+00:00,short,4.112,4.60214286,-10.650318,-10.770318,9
BIGBELUGA,BTCUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-06-25 00:00:00+00:00,2020-07-07 00:00:00+00:00,long,9298.78,9258.51,-0.433068,-0.553068,12
BIGBELUGA,ETHUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-06-25 00:00:00+00:00,2020-07-07 00:00:00+00:00,long,234.54,239.45,2.09346,1.97346,12
BIGBELUGA,TRXUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-07-04 00:00:00+00:00,2020-07-16 00:00:00+00:00,long,0.01661,0.01718,3.431668,3.311668,12
BIGBELUGA,XRPUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-07-09 00:00:00+00:00,2020-07-10 00:00:00+00:00,long,0.2056,0.19208571,-6.573096,-6.693096,1
BIGBELUGA,LTCUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-07-09 00:00:00+00:00,2020-07-16 00:00:00+00:00,long,45.39,41.81857143,-7.868316,-7.988316,7
BIGBELUGA,BNBUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-07-09 00:00:00+00:00,2020-07-21 00:00:00+00:00,long,17.291,17.737,2.579377,2.459377,12
BIGBELUGA,LINKUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-08-04 00:00:00+00:00,2020-08-16 00:00:00+00:00,long,9.234,18.848,104.115226,103.995226,12
BIGBELUGA,BTCUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-08-28 00:00:00+00:00,2020-09-09 00:00:00+00:00,short,11335.83,10219.29,10.925808,10.805808,12
BIGBELUGA,LTCUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-08-30 00:00:00+00:00,2020-09-11 00:00:00+00:00,short,57.01,48.96,16.441993,16.321993,12
BIGBELUGA,ETHUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-09-02 00:00:00+00:00,2020-09-02 00:00:00+00:00,long,475.7,428.11714286,-10.002703,-10.122703,0
BIGBELUGA,XRPUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-09-04 00:00:00+00:00,2020-09-16 00:00:00+00:00,long,0.2438,0.2468,1.230517,1.110517,12
BIGBELUGA,TRXUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-09-19 00:00:00+00:00,2020-10-01 00:00:00+00:00,short,0.02905,0.02581,12.553274,12.433274,12
BIGBELUGA,XRPUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-09-24 00:00:00+00:00,2020-09-25 00:00:00+00:00,short,0.2215,0.24392857,-9.194729,-9.314729,1
BIGBELUGA,ETHUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-09-24 00:00:00+00:00,2020-10-06 00:00:00+00:00,short,320.64,340.65,-5.874064,-5.994064,12
BIGBELUGA,ADAUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-09-30 00:00:00+00:00,2020-10-12 00:00:00+00:00,long,0.10111,0.10948,8.278113,8.158113,12
BIGBELUGA,BNBUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-10-02 00:00:00+00:00,2020-10-14 00:00:00+00:00,long,27.454,30.8,12.187659,12.067659,12
BIGBELUGA,ADAUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-11-02 00:00:00+00:00,2020-11-06 00:00:00+00:00,short,0.09822,0.11004143,-10.742707,-10.862707,4
BIGBELUGA,LINKUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-11-06 00:00:00+00:00,2020-11-07 00:00:00+00:00,short,10.971,12.85914286,-14.683271,-14.803271,1
BIGBELUGA,DOGEUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-11-09 00:00:00+00:00,2020-11-21 00:00:00+00:00,long,0.002705,0.003522,30.203327,30.083327,12
BIGBELUGA,SOLUSDT,1D,combined,"{""atr_len"": 14, ""atr_mult"": 2, ""hold"": 12, ""mode"": ""combined"", ""ms"": 10, ""pivot_delay"": 3, ""rsi"": 14}",2020-11-09 00:00:00+00:00,2020-11-21 00:00:00+00:00,long,2.1571,2.3991,11.218766,11.098766,12
