time,open,high,low,close
1752681000,208.93111546,209.66819129,208.66218239,209.02075982
1752681600,209.0307203,209.2199695,208.80162917,208.99087837
1752682200,208.96099691,209.04068079,208.72194529,208.95103643
1752682800,208.94107595,209.0307203,208.66218239,208.76178723
1752683400,208.77174772,209.19008805,208.77174772,209.11538442
1752684000,209.11040418,209.17016708,208.54265658,208.94107595
1752684600,208.95601667,209.60842838,208.95601667,209.55862596
1752685200,209.55862596,209.96700581,209.52874451,209.89728242
1752685800,209.92716388,210.10645259,209.73791468,209.89728242
1752686400,209.90724291,209.96700581,209.51878403,209.51878403
1752687000,209.51380378,209.79767758,209.43910015,209.70803322
1752687600,209.71799371,209.72795419,209.41917918,209.44906064
1752688200,209.43910015,209.60842838,209.35941628,209.43910015
1752688800,209.43910015,209.44906064,209.13032514,209.17016708
1752689400,209.18012757,209.35941628,209.07056224,209.1602066
1752690000,209.13032514,209.29965337,209.04068079,209.20004853
1752690600,209.20004853,209.43910015,209.20004853,209.39925822
1752691200,209.38929773,209.51878403,209.24985095,209.36937676
1752691800,209.35941628,209.63332959,209.3494558,209.63332959
1752692400,209.62834935,209.75783565,209.39925822,209.47894209
1752693000,209.48890257,209.53870499,209.3494558,209.41917918
1752693600,209.4092187,209.52874451,209.28969289,209.49886306
1752694200,209.48890257,209.72795419,209.39925822,209.67815177
1752694800,209.67815177,209.80265782,209.54866548,209.5984679
1752695400,209.58850742,209.64827032,209.14028563,209.37933725
1752759000,209.71799371,210.1662155,209.22992999,209.71799371
1752759600,209.71799371,209.92716388,209.25981144,209.32953483
1752760200,209.30961386,209.61838887,209.15024611,209.43910015
1752760800,209.45902112,209.76779613,209.33949531,209.46898161
1752761400,209.45902112,209.48890257,208.77174772,208.90123401
1752762000,208.89127352,209.29965337,208.80162917,209.12036466
1752762600,209.11040418,209.36937676,208.95103643,209.06060176
1752763200,209.07056224,209.38929773,209.07056224,209.23989047
1752763800,209.23989047,209.42913967,209.17016708,209.3494558
1752764400,209.35941628,209.85246024,209.25981144,209.76779613
1752765000,209.76779613,209.99688727,209.65325056,209.72795419
1752765600,209.71799371,209.74787516,209.52874451,209.61838887
1752766200,209.60842838,209.67317153,209.29965337,209.39925822
1752766800,209.38929773,209.44906064,209.27973241,209.39925822
1752767400,209.37933725,209.85744049,209.3494558,209.83751952
1752768000,209.81759855,210.25585985,209.70305298,210.2259784
1752768600,210.23593888,210.43514857,210.02676872,210.1662155
1752769200,210.15625501,210.61443728,210.08653162,210.55467438
1752769800,210.54471389,210.67420019,210.37538566,210.46503002
1752770400,210.46004978,210.46503002,210.26582034,210.39530663
1752771000,210.40526712,210.6044768,210.11641307,210.17617598
1752771600,210.19609695,210.32558324,210.11641307,210.19609695
1752772200,210.20605743,210.25087961,210.1313538,210.1662155
1752772800,210.1662155,210.17617598,209.95704533,210.10645259
1752773400,210.11143283,210.53475341,210.08653162,210.44510905
1752774000,210.44510905,210.51483244,210.32558324,210.43514857
1752774600,210.43514857,210.65925946,210.32558324,210.64929898
1752775200,210.64929898,210.95807399,210.46503002,210.49491147
1752775800,210.50487196,210.8534889,210.31562276,210.77380503
