Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
87,Exit short,2025-08-05 20:00:00,BE,113708.8,0.125252,14257.197181200001,3.54,0.02,150.32,1.05,-93.62,-0.66,-4641.33,-46.41
87,Entry short,2025-08-05 13:30:00,Short,113828.1,0.125252,14257.197181200001,3.54,0.02,150.32,1.05,-93.62,-0.66,-4641.33,-46.41
88,Exit short,2025-08-05 20:00:00,BE,113708.8,0.125253,14257.311009300001,3.54,0.02,150.32,1.05,-93.62,-0.66,-4632.09,-46.32
88,Entry short,2025-08-05 13:30:00,Short,113828.1,0.125253,14257.311009300001,3.54,0.02,150.32,1.05,-93.62,-0.66,-4632.09,-46.32
89,Exit short,2025-08-06 15:45:00,SL,114827.2,0.117817,13378.473801,-160.89,-1.2,31.51,0.24,-155.47,-1.16,-4798.32,-47.98
89,Entry short,2025-08-05 20:00:00,Short,113553.0,0.117817,13378.473801,-160.89,-1.2,31.51,0.24,-155.47,-1.16,-4798.32,-47.98
90,Exit short,2025-08-06 15:45:00,SL,114827.2,0.117818,13378.587354000001,-160.89,-1.2,31.51,0.24,-155.48,-1.16,-4953.86,-49.54
90,Entry short,2025-08-05 20:00:00,Short,113553.0,0.117818,13378.587354000001,-160.89,-1.2,31.51,0.24,-155.48,-1.16,-4953.86,-49.54
91,Exit long,2025-08-11 01:15:00,TP1,119346.0,0.142748,16436.461513600003,586.55,3.57,593.37,3.61,-139.59,-0.85,-4373.88,-43.74
91,Entry long,2025-08-06 15:45:00,Long,115143.2,0.142748,16436.461513600003,586.55,3.57,593.37,3.61,-139.59,-0.85,-4373.88,-43.74
92,Exit long,2025-08-11 13:30:00,TRAIL,119646.3,0.142748,16436.461513600003,629.4,3.83,1036.46,6.3,-139.59,-0.85,-3737.9,-37.38
92,Entry long,2025-08-06 15:45:00,Long,115143.2,0.142748,16436.461513600003,629.4,3.83,1036.46,6.3,-139.59,-0.85,-3737.9,-37.38
93,Exit short,2025-08-12 14:30:00,BE,119407.5,0.100346,11997.016549,5.36,0.04,146.37,1.22,-129.48,-1.08,-3737.34,-37.37
93,Entry short,2025-08-11 13:30:00,Short,119556.5,0.100346,11997.016549,5.36,0.04,146.37,1.22,-129.48,-1.08,-3737.34,-37.37
94,Exit short,2025-08-12 14:30:00,BE,119407.5,0.100346,11997.016549,5.36,0.04,146.37,1.22,-129.48,-1.08,-3727.18,-37.27
94,Entry short,2025-08-11 13:30:00,Short,119556.5,0.100346,11997.016549,5.36,0.04,146.37,1.22,-129.48,-1.08,-3727.18,-37.27
95,Exit long,2025-08-13 06:45:00,BE,118830.7,0.140616,16689.572423999998,6.57,0.04,215.64,1.29,-25.17,-0.15,-3727.29,-37.27
95,Entry long,2025-08-12 14:30:00,Long,118689.0,0.140616,16689.572423999998,6.57,0.04,215.64,1.29,-25.17,-0.15,-3727.29,-37.27
96,Exit long,2025-08-13 06:45:00,BE,118830.7,0.140616,16689.572423999998,6.57,0.04,215.64,1.29,-25.17,-0.15,-3714.05,-37.14
96,Entry long,2025-08-12 14:30:00,Long,118689.0,0.140616,16689.572423999998,6.57,0.04,215.64,1.29,-25.17,-0.15,-3714.05,-37.14
97,Exit short,2025-08-13 10:00:00,SL,120136.2,0.135653,16146.6951982,-163.12,-1.01,11.88,0.07,-156.6,-0.97,-3883.63,-38.84
97,Entry short,2025-08-13 06:45:00,Short,119029.4,0.135653,16146.6951982,-163.12,-1.01,11.88,0.07,-156.6,-0.97,-3883.63,-38.84
98,Exit short,2025-08-13 10:00:00,SL,120136.2,0.135653,16146.6951982,-163.12,-1.01,11.88,0.07,-156.6,-0.97,-4040.29,-40.4
98,Entry short,2025-08-13 06:45:00,Short,119029.4,0.135653,16146.6951982,-163.12,-1.01,11.88,0.07,-156.6,-0.97,-4040.29,-40.4
99,Exit short,2025-08-13 14:45:00,SL,121120.6,0.150547,18084.1873904,-164.68,-0.91,48.05,0.27,-157.39,-0.87,-4212.2,-42.12
99,Entry short,2025-08-13 10:00:00,Short,120123.2,0.150547,18084.1873904,-164.68,-0.91,48.05,0.27,-157.39,-0.87,-4212.2,-42.12
100,Exit short,2025-08-13 14:45:00,SL,121120.6,0.150548,18084.307513599997,-164.68,-0.91,48.05,0.27,-157.39,-0.87,-4369.66,-43.7
100,Entry short,2025-08-13 10:00:00,Short,120123.2,0.150548,18084.307513599997,-164.68,-0.91,48.05,0.27,-157.39,-0.87,-4369.66,-43.7
101,Exit long,2025-08-14 07:00:00,BE,121934.6,0.127107,15478.8108246,7.54,0.05,345.62,2.23,-198.76,-1.28,-4368.31,-43.68
101,Entry long,2025-08-13 14:45:00,Long,121777.8,0.127107,15478.8108246,7.54,0.05,345.62,2.23,-198.76,-1.28,-4368.31,-43.68
102,Exit long,2025-08-14 07:00:00,BE,121934.6,0.127107,15478.8108246,7.54,0.05,345.62,2.23,-198.76,-1.28,-4354.58,-43.55
102,Entry long,2025-08-13 14:45:00,Long,121777.8,0.127107,15478.8108246,7.54,0.05,345.62,2.23,-198.76,-1.28,-4354.58,-43.55
103,Exit short,2025-08-14 13:30:00,TP1,117633.9,0.108494,13212.5186634,439.56,3.33,444.66,3.36,-37.89,-0.29,-3920.31,-39.2
103,Entry short,2025-08-14 07:00:00,Short,121781.1,0.108494,13212.5186634,439.56,3.33,444.66,3.36,-37.89,-0.29,-3920.31,-39.2
104,Exit short,2025-08-14 13:30:00,TRAIL,119479.0,0.108495,13212.6404445,239.3,1.81,468.96,3.55,-37.89,-0.29,-3675.72,-36.76
104,Entry short,2025-08-14 07:00:00,Short,121781.1,0.108495,13212.6404445,239.3,1.81,468.96,3.55,-37.89,-0.29,-3675.72,-36.76
105,Exit short,2025-08-22 13:30:00,TP1,111627.5,0.062546,7431.822048200001,444.2,5.97,447.0,6.01,-33.76,-0.45,-3234.49,-32.34
105,Entry short,2025-08-14 13:45:00,Short,118821.7,0.062546,7431.822048200001,444.2,5.97,447.0,6.01,-33.76,-0.45,-3234.49,-32.34
106,Exit short,2025-08-22 16:00:00,TRAIL,116423.9,0.062546,7431.822048200001,144.09,1.94,447.1,6.01,-33.76,-0.45,-3087.43,-30.87
106,Entry short,2025-08-14 13:45:00,Short,118821.7,0.062546,7431.822048200001,144.09,1.94,447.1,6.01,-33.76,-0.45,-3087.43,-30.87
107,Exit long,2025-08-24 17:45:00,SL,114247.7,0.086088,10035.4417272,-208.03,-2.07,67.05,0.67,-204.1,-2.03,-3299.48,-32.99
107,Entry long,2025-08-22 16:00:00,Long,116571.9,0.086088,10035.4417272,-208.03,-2.07,67.05,0.67,-204.1,-2.03,-3299.48,-32.99
108,Exit long,2025-08-24 17:45:00,SL,114247.7,0.086089,10035.5582991,-208.04,-2.07,67.05,0.67,-204.1,-2.03,-3503.5,-35.04
108,Entry long,2025-08-22 16:00:00,Long,116571.9,0.086089,10035.5582991,-208.04,-2.07,67.05,0.67,-204.1,-2.03,-3503.5,-35.04
109,Exit short,2025-08-24 20:30:00,TP1,112060.4,0.205151,23439.199263399998,431.32,1.84,440.52,1.88,-145.06,-0.62,-3081.56,-30.82
109,Entry short,2025-08-24 17:45:00,Short,114253.4,0.205151,23439.199263399998,431.32,1.84,440.52,1.88,-145.06,-0.62,-3081.56,-30.82
110,Exit short,2025-08-24 20:30:00,TRAIL,113024.2,0.205152,23439.313516799997,233.52,1.0,763.92,3.26,-145.06,-0.62,-2838.66,-28.39
110,Entry short,2025-08-24 17:45:00,Short,114253.4,0.205152,23439.313516799997,233.52,1.0,763.92,3.26,-145.06,-0.62,-2838.66,-28.39
111,Exit short,2025-08-27 15:30:00,BE,112333.2,0.067212,7565.107150799999,8.92,0.12,265.57,3.51,-76.33,-1.01,-2832.76,-28.33
111,Entry short,2025-08-24 20:45:00,Short,112555.9,0.067212,7565.107150799999,8.92,0.12,265.57,3.51,-76.33,-1.01,-2832.76,-28.33
112,Exit short,2025-08-27 15:30:00,BE,112333.2,0.067212,7565.107150799999,8.92,0.12,265.57,3.51,-76.33,-1.01,-2820.81,-28.21
112,Entry short,2025-08-24 20:45:00,Short,112555.9,0.067212,7565.107150799999,8.92,0.12,265.57,3.51,-76.33,-1.01,-2820.81,-28.21
113,Exit long,2025-08-28 20:30:00,BE,112005.2,0.141282,15804.3837762,7.28,0.05,214.77,1.36,-155.11,-0.98,-2819.85,-28.2
113,Entry long,2025-08-27 15:30:00,Long,111864.1,0.141282,15804.3837762,7.28,0.05,214.77,1.36,-155.11,-0.98,-2819.85,-28.2
114,Exit long,2025-08-28 20:30:00,BE,112005.2,0.141282,15804.3837762,7.28,0.05,214.77,1.36,-155.11,-0.98,-2806.25,-28.06
114,Entry long,2025-08-27 15:30:00,Long,111864.1,0.141282,15804.3837762,7.28,0.05,214.77,1.36,-155.11,-0.98,-2806.25,-28.06
115,Exit short,2025-08-29 15:15:00,TP1,108325.3,0.122586,13729.1048802,439.14,3.2,444.45,3.24,-77.82,-0.57,-2372.6,-23.73
115,Entry short,2025-08-28 20:30:00,Short,111995.7,0.122586,13729.1048802,439.14,3.2,444.45,3.24,-77.82,-0.57,-2372.6,-23.73
116,Exit short,2025-09-01 09:00:00,TRAIL,109660.3,0.122586,13729.1048802,275.42,2.01,580.98,4.23,-77.82,-0.57,-2091.69,-20.92
116,Entry short,2025-08-28 20:30:00,Short,111995.7,0.122586,13729.1048802,275.42,2.01,580.98,4.23,-77.82,-0.57,-2091.69,-20.92
117,Exit long,2025-09-01 11:30:00,SL,108153.4,0.151553,16591.1282773,-213.35,-1.29,54.09,0.33,-206.79,-1.25,-2311.68,-23.12
117,Entry long,2025-09-01 09:00:00,Long,109474.1,0.151553,16591.1282773,-213.35,-1.29,54.09,0.33,-206.79,-1.25,-2311.68,-23.12
118,Exit long,2025-09-01 11:30:00,SL,108153.4,0.151554,16591.2377514,-213.35,-1.29,54.09,0.33,-206.79,-1.25,-2518.39,-25.18
118,Entry long,2025-09-01 09:00:00,Long,109474.1,0.151554,16591.2377514,-213.35,-1.29,54.09,0.33,-206.79,-1.25,-2518.39,-25.18
119,Exit short,2025-09-02 03:45:00,SL,109684.0,0.108621,11763.871541999999,-159.59,-1.36,93.27,0.79,-154.82,-1.32,-2682.68,-26.83
119,Entry short,2025-09-01 11:30:00,Short,108302.0,0.108621,11763.871541999999,-159.59,-1.36,93.27,0.79,-154.82,-1.32,-2682.68,-26.83
120,Exit short,2025-09-02 03:45:00,SL,109684.0,0.108621,11763.871541999999,-159.59,-1.36,93.27,0.79,-154.82,-1.32,-2837.56,-28.38
120,Entry short,2025-09-01 11:30:00,Short,108302.0,0.108621,11763.871541999999,-159.59,-1.36,93.27,0.79,-154.82,-1.32,-2837.56,-28.38
121,Exit long,2025-09-02 13:30:00,SL,108809.5,0.142851,15743.6944206,-212.66,-1.35,63.61,0.4,-206.45,-1.31,-3056.52,-30.57
121,Entry long,2025-09-02 03:45:00,Long,110210.6,0.142851,15743.6944206,-212.66,-1.35,63.61,0.4,-206.45,-1.31,-3056.52,-30.57
122,Exit long,2025-09-02 13:30:00,SL,108809.5,0.142852,15743.804631200002,-212.66,-1.35,63.61,0.4,-206.45,-1.31,-3262.89,-32.63
122,Entry long,2025-09-02 03:45:00,Long,110210.6,0.142852,15743.804631200002,-212.66,-1.35,63.61,0.4,-206.45,-1.31,-3262.89,-32.63
123,Exit short,2025-09-02 14:30:00,SL,109937.3,0.122087,13271.7847612,-160.81,-1.21,40.43,0.3,-155.44,-1.17,-3429.01,-34.29
123,Entry short,2025-09-02 13:30:00,Short,108707.6,0.122087,13271.7847612,-160.81,-1.21,40.43,0.3,-155.44,-1.17,-3429.01,-34.29
124,Exit short,2025-09-02 14:30:00,SL,109937.3,0.122087,13271.7847612,-160.81,-1.21,40.43,0.3,-155.44,-1.17,-3584.51,-35.85
124,Entry short,2025-09-02 13:30:00,Short,108707.6,0.122087,13271.7847612,-160.81,-1.21,40.43,0.3,-155.44,-1.17,-3584.51,-35.85
125,Exit long,2025-09-04 06:15:00,BE,110602.3,0.117829,13012.221739900002,9.52,0.07,243.19,1.87,-42.27,-0.32,-3580.19,-35.8
125,Entry long,2025-09-02 14:30:00,Long,110433.1,0.117829,13012.221739900002,9.52,0.07,243.19,1.87,-42.27,-0.32,-3580.19,-35.8
126,Exit long,2025-09-04 06:15:00,BE,110602.3,0.117829,13012.221739900002,9.52,0.07,243.19,1.87,-42.27,-0.32,-3565.47,-35.65
126,Entry long,2025-09-02 14:30:00,Long,110433.1,0.117829,13012.221739900002,9.52,0.07,243.19,1.87,-42.27,-0.32,-3565.47,-35.65
127,Exit short,2025-09-04 23:15:00,BE,110674.1,0.164013,18166.9163463,0.4,0.0,238.1,1.31,-64.0,-0.35,-3572.34,-35.72
127,Entry short,2025-09-04 06:15:00,Short,110765.1,0.164013,18166.9163463,0.4,0.0,238.1,1.31,-64.0,-0.35,-3572.34,-35.72
128,Exit short,2025-09-04 23:15:00,BE,110674.1,0.164014,18167.0271114,0.4,0.0,238.1,1.31,-64.0,-0.35,-3564.67,-35.65
128,Entry short,2025-09-04 06:15:00,Short,110765.1,0.164014,18167.0271114,0.4,0.0,238.1,1.31,-64.0,-0.35,-3564.67,-35.65
129,Exit long,2025-09-05 00:30:00,BE,110873.2,0.209174,23171.8982894,1.35,0.01,192.73,0.83,-28.37,-0.12,-3572.59,-35.73
129,Entry long,2025-09-04 23:15:00,Long,110778.1,0.209174,23171.8982894,1.35,0.01,192.73,0.83,-28.37,-0.12,-3572.59,-35.73
130,Exit long,2025-09-05 00:30:00,BE,110873.2,0.209175,23172.009067500003,1.35,0.01,192.73,0.83,-28.37,-0.12,-3561.98,-35.62
130,Entry long,2025-09-04 23:15:00,Long,110778.1,0.209175,23172.009067500003,1.35,0.01,192.73,0.83,-28.37,-0.12,-3561.98,-35.62
131,Exit long,2025-09-05 15:15:00,BE,110888.5,0.164495,18220.683462999998,5.34,0.03,416.6,2.29,-68.68,-0.38,-3563.93,-35.64
131,Entry long,2025-09-05 00:30:00,Long,110767.4,0.164495,18220.683462999998,5.34,0.03,416.6,2.29,-68.68,-0.38,-3563.93,-35.64
132,Exit long,2025-09-05 15:15:00,BE,110888.5,0.164495,18220.683462999998,5.34,0.03,416.6,2.29,-68.68,-0.38,-3551.31,-35.51
132,Entry long,2025-09-05 00:30:00,Long,110767.4,0.164495,18220.683462999998,5.34,0.03,416.6,2.29,-68.68,-0.38,-3551.31,-35.51
133,Exit short,2025-09-08 16:15:00,SL,112828.2,0.080267,8906.2978928,-157.27,-1.77,85.41,0.96,-153.65,-1.72,-3712.14,-37.12
133,Entry short,2025-09-05 15:15:00,Short,110958.4,0.080267,8906.2978928,-157.27,-1.77,85.41,0.96,-153.65,-1.72,-3712.14,-37.12
134,Exit short,2025-09-08 16:15:00,SL,112828.2,0.080268,8906.4088512,-157.27,-1.77,85.41,0.96,-153.65,-1.72,-3865.85,-38.66
134,Entry short,2025-09-05 15:15:00,Short,110958.4,0.080268,8906.4088512,-157.27,-1.77,85.41,0.96,-153.65,-1.72,-3865.85,-38.66
135,Exit long,2025-09-09 01:15:00,SL,111715.8,0.189157,21332.0293494,-217.19,-1.02,0.0,0.0,-208.74,-0.98,-4091.57,-40.92
135,Entry long,2025-09-08 16:15:00,Long,112774.2,0.189157,21332.0293494,-217.19,-1.02,0.0,0.0,-208.74,-0.98,-4091.57,-40.92
136,Exit long,2025-09-09 01:15:00,SL,111715.8,0.189158,21332.1421236,-217.19,-1.02,0.0,0.0,-208.74,-0.98,-4300.23,-43.0
136,Entry long,2025-09-08 16:15:00,Long,112774.2,0.189158,21332.1421236,-217.19,-1.02,0.0,0.0,-208.74,-0.98,-4300.23,-43.0
137,Exit long,2025-09-09 15:30:00,BE,111686.7,0.223989,25000.1066559,-3.52,-0.01,353.96,1.42,-136.13,-0.54,-4313.75,-43.14
137,Entry long,2025-09-09 01:15:00,Long,111613.1,0.223989,25000.1066559,-3.52,-0.01,353.96,1.42,-136.13,-0.54,-4313.75,-43.14
138,Exit long,2025-09-09 15:30:00,BE,111686.7,0.223989,25000.1066559,-3.52,-0.01,353.96,1.42,-136.13,-0.54,-4307.27,-43.07
138,Entry long,2025-09-09 01:15:00,Long,111613.1,0.223989,25000.1066559,-3.52,-0.01,353.96,1.42,-136.13,-0.54,-4307.27,-43.07
139,Exit short,2025-09-10 09:00:00,SL,112773.9,0.120211,13406.5437961,-160.9,-1.2,92.03,0.69,-155.48,-1.16,-4473.53,-44.74
139,Entry short,2025-09-09 15:30:00,Short,111525.1,0.120211,13406.5437961,-160.9,-1.2,92.03,0.69,-155.48,-1.16,-4473.53,-44.74
140,Exit short,2025-09-10 09:00:00,SL,112773.9,0.120212,13406.6553212,-160.91,-1.2,92.03,0.69,-155.48,-1.16,-4629.08,-46.29
140,Entry short,2025-09-09 15:30:00,Short,111525.1,0.120212,13406.6553212,-160.91,-1.2,92.03,0.69,-155.48,-1.16,-4629.08,-46.29
141,Exit long,2025-09-12 01:15:00,TP1,115813.3,0.197027,22218.4392495,581.89,2.62,591.02,2.66,-148.48,-0.67,-4056.07,-40.56
141,Entry long,2025-09-10 09:00:00,Long,112768.5,0.197027,22218.4392495,581.89,2.62,591.02,2.66,-148.48,-0.67,-4056.07,-40.56
142,Exit long,2025-09-15 09:45:00,TRAIL,114728.2,0.197027,22218.4392495,368.18,1.66,777.53,3.5,-148.48,-0.67,-3679.0,-36.79
142,Entry long,2025-09-10 09:00:00,Long,112768.5,0.197027,22218.4392495,368.18,1.66,777.53,3.5,-148.48,-0.67,-3679.0,-36.79
143,Exit short,2025-09-16 07:00:00,SL,115913.0,0.123413,14155.0391545,-161.52,-1.14,38.52,0.27,-155.79,-1.1,-3846.18,-38.46
143,Entry short,2025-09-15 09:45:00,Short,114696.5,0.123413,14155.0391545,-161.52,-1.14,38.52,0.27,-155.79,-1.1,-3846.18,-38.46
144,Exit short,2025-09-16 07:00:00,SL,115913.0,0.123414,14155.153851,-161.52,-1.14,38.52,0.27,-155.8,-1.1,-4002.03,-40.02
144,Entry short,2025-09-15 09:45:00,Short,114696.5,0.123414,14155.153851,-161.52,-1.14,38.52,0.27,-155.8,-1.1,-4002.03,-40.02
145,Exit long,2025-09-16 14:30:00,SL,115036.8,0.215605,25000.0250045,-217.44,-0.87,0.0,0.0,-207.52,-0.83,-4229.47,-42.29
145,Entry long,2025-09-16 07:00:00,Long,115952.9,0.215605,25000.0250045,-217.44,-0.87,0.0,0.0,-207.52,-0.83,-4229.47,-42.29
146,Exit long,2025-09-16 14:30:00,SL,115036.8,0.215606,25000.1409574,-217.44,-0.87,0.0,0.0,-207.52,-0.83,-4436.91,-44.37
146,Entry long,2025-09-16 07:00:00,Long,115952.9,0.215606,25000.1409574,-217.44,-0.87,0.0,0.0,-207.52,-0.83,-4436.91,-44.37
147,Exit long,2025-09-17 15:15:00,TRAIL,115751.4,0.21732,25000.101624000003,134.93,0.54,474.23,1.9,-105.23,-0.42,-4311.98,-43.12
147,Entry long,2025-09-16 14:30:00,Long,115038.2,0.21732,25000.101624000003,134.93,0.54,474.23,1.9,-105.23,-0.42,-4311.98,-43.12
148,Exit long,2025-09-17 15:15:00,TRAIL,115751.4,0.21732,25000.101624000003,134.93,0.54,474.23,1.9,-105.23,-0.42,-4167.05,-41.67
148,Entry long,2025-09-16 14:30:00,Long,115038.2,0.21732,25000.101624000003,134.93,0.54,474.23,1.9,-105.23,-0.42,-4167.05,-41.67
149,Exit short,2025-09-17 20:00:00,BE,115519.9,0.16602,19193.538996,-0.42,0.0,156.1,0.81,-124.92,-0.65,-4175.15,-41.75
149,Entry short,2025-09-17 15:15:00,Short,115609.8,0.16602,19193.538996,-0.42,0.0,156.1,0.81,-124.92,-0.65,-4175.15,-41.75
150,Exit short,2025-09-17 20:00:00,BE,115519.9,0.166021,19193.654605800002,-0.42,0.0,156.1,0.81,-124.92,-0.65,-4167.89,-41.68
150,Entry short,2025-09-17 15:15:00,Short,115609.8,0.166021,19193.654605800002,-0.42,0.0,156.1,0.81,-124.92,-0.65,-4167.89,-41.68
151,Exit short,2025-09-18 04:00:00,SL,117425.3,0.076189,8796.439089500002,-157.17,-1.79,11.6,0.13,-153.6,-1.75,-4328.59,-43.29
151,Entry short,2025-09-17 20:00:00,Short,115455.5,0.076189,8796.439089500002,-157.17,-1.79,11.6,0.13,-153.6,-1.75,-4328.59,-43.29
152,Exit short,2025-09-18 04:00:00,SL,117425.3,0.07619,8796.554544999999,-157.18,-1.79,11.6,0.13,-153.6,-1.75,-4482.24,-44.82
152,Entry short,2025-09-17 20:00:00,Short,115455.5,0.07619,8796.554544999999,-157.18,-1.79,11.6,0.13,-153.6,-1.75,-4482.24,-44.82
153,Exit long,2025-09-19 13:45:00,SL,116074.4,0.151181,17748.4075104,-214.28,-1.21,64.98,0.37,-207.26,-1.17,-4703.63,-47.04
153,Entry long,2025-09-18 04:00:00,Long,117398.4,0.151181,17748.4075104,-214.28,-1.21,64.98,0.37,-207.26,-1.17,-4703.63,-47.04
154,Exit long,2025-09-19 13:45:00,SL,116074.4,0.151182,17748.524908800002,-214.28,-1.21,64.98,0.37,-207.26,-1.17,-4910.81,-49.11
154,Entry long,2025-09-18 04:00:00,Long,117398.4,0.151182,17748.524908800002,-214.28,-1.21,64.98,0.37,-207.26,-1.17,-4910.81,-49.11
155,Exit short,2025-09-19 17:45:00,BE,116065.7,0.215286,24999.785349600003,-7.53,-0.03,143.97,0.58,-79.69,-0.32,-4928.34,-49.28
155,Entry short,2025-09-19 13:45:00,Short,116123.6,0.215286,24999.785349600003,-7.53,-0.03,143.97,0.58,-79.69,-0.32,-4928.34,-49.28
156,Exit short,2025-09-19 17:45:00,BE,116065.7,0.215287,24999.901473200003,-7.53,-0.03,143.97,0.58,-79.69,-0.32,-4925.87,-49.26
156,Entry short,2025-09-19 13:45:00,Short,116123.6,0.215287,24999.901473200003,-7.53,-0.03,143.97,0.58,-79.69,-0.32,-4925.87,-49.26
157,Exit short,2025-09-20 15:45:00,BE,115948.3,0.183856,21332.701366399997,-2.15,-0.01,171.55,0.8,-9.71,-0.05,-4936.55,-49.37
157,Entry short,2025-09-19 17:45:00,Short,116029.4,0.183856,21332.701366399997,-2.15,-0.01,171.55,0.8,-9.71,-0.05,-4936.55,-49.37
158,Exit short,2025-09-20 15:45:00,BE,115948.3,0.183857,21332.817395799997,-2.15,-0.01,171.55,0.8,-9.71,-0.05,-4930.17,-49.3
158,Entry short,2025-09-19 17:45:00,Short,116029.4,0.183857,21332.817395799997,-2.15,-0.01,171.55,0.8,-9.71,-0.05,-4930.17,-49.3
159,Exit long,2025-09-20 21:00:00,SL,115630.9,0.215704,25000.007318400003,-77.94,-0.31,24.43,0.1,-67.96,-0.27,-5018.11,-50.18
159,Entry long,2025-09-20 15:45:00,Long,115899.6,0.215704,25000.007318400003,-77.94,-0.31,24.43,0.1,-67.96,-0.27,-5018.11,-50.18
160,Exit long,2025-09-20 21:00:00,SL,115630.9,0.215705,25000.123218,-77.94,-0.31,24.43,0.1,-67.96,-0.27,-5086.04,-50.86
160,Entry long,2025-09-20 15:45:00,Long,115899.6,0.215705,25000.123218,-77.94,-0.31,24.43,0.1,-67.96,-0.27,-5086.04,-50.86
161,Exit long,2025-09-21 10:30:00,SL,115371.9,0.216156,25000.0193388,-81.67,-0.33,39.78,0.16,-71.69,-0.29,-5177.71,-51.78
161,Entry long,2025-09-20 21:00:00,Long,115657.3,0.216156,25000.0193388,-81.67,-0.33,39.78,0.16,-71.69,-0.29,-5177.71,-51.78
162,Exit long,2025-09-21 10:30:00,SL,115371.9,0.216157,25000.134996099998,-81.67,-0.33,39.78,0.16,-71.69,-0.29,-5249.38,-52.49
162,Entry long,2025-09-20 21:00:00,Long,115657.3,0.216157,25000.134996099998,-81.67,-0.33,39.78,0.16,-71.69,-0.29,-5249.38,-52.49
163,Exit short,2025-09-22 01:45:00,TP1,114417.0,0.216533,24999.8608216,204.89,0.82,214.8,0.86,-63.85,-0.26,-5054.48,-50.54
163,Entry short,2025-09-21 10:30:00,Short,115455.2,0.216533,24999.8608216,204.89,0.82,214.8,0.86,-63.85,-0.26,-5054.48,-50.54
164,Exit short,2025-09-22 01:45:00,TRAIL,114336.4,0.216533,24999.8608216,222.35,0.89,278.68,1.11,-63.85,-0.26,-4822.13,-48.22
164,Entry short,2025-09-21 10:30:00,Short,115455.2,0.216533,24999.8608216,222.35,0.89,278.68,1.11,-63.85,-0.26,-4822.13,-48.22
165,Exit short,2025-09-22 07:00:00,TP1,111945.0,0.172121,19718.009639,434.33,2.2,442.04,2.24,-32.16,-0.16,-4395.68,-43.96
165,Entry short,2025-09-22 02:00:00,Short,114559.0,0.172121,19718.009639,434.33,2.2,442.04,2.24,-32.16,-0.16,-4395.68,-43.96
166,Exit short,2025-09-22 07:00:00,TRAIL,112937.5,0.172121,19718.009639,263.43,1.34,523.93,2.66,-32.16,-0.16,-4124.37,-41.24
166,Entry short,2025-09-22 02:00:00,Short,114559.0,0.172121,19718.009639,263.43,1.34,523.93,2.66,-32.16,-0.16,-4124.37,-41.24
167,Exit short,2025-09-24 06:45:00,BE,112597.2,0.096877,10923.0270655,6.22,0.06,171.61,1.57,-68.5,-0.63,-4122.52,-41.23
167,Entry short,2025-09-22 07:15:00,Short,112751.5,0.096877,10923.0270655,6.22,0.06,171.61,1.57,-68.5,-0.63,-4122.52,-41.23
168,Exit short,2025-09-24 06:45:00,BE,112597.2,0.096877,10923.0270655,6.22,0.06,171.61,1.57,-68.5,-0.63,-4111.93,-41.12
168,Entry short,2025-09-22 07:15:00,Short,112751.5,0.096877,10923.0270655,6.22,0.06,171.61,1.57,-68.5,-0.63,-4111.93,-41.12
169,Exit long,2025-09-25 02:30:00,BE,112704.4,0.184268,20747.913435199996,3.29,0.02,231.14,1.11,-52.52,-0.25,-4116.94,-41.17
169,Entry long,2025-09-24 06:45:00,Long,112596.4,0.184268,20747.913435199996,3.29,0.02,231.14,1.11,-52.52,-0.25,-4116.94,-41.17
170,Exit long,2025-09-25 02:30:00,BE,112704.4,0.184268,20747.913435199996,3.29,0.02,231.14,1.11,-52.52,-0.25,-4105.34,-41.05
170,Entry long,2025-09-24 06:45:00,Long,112596.4,0.184268,20747.913435199996,3.29,0.02,231.14,1.11,-52.52,-0.25,-4105.34,-41.05
171,Exit short,2025-09-25 18:30:00,TP1,109707.3,0.153227,17260.0562199,436.31,2.53,443.03,2.57,-83.07,-0.48,-3675.94,-36.76
171,Entry short,2025-09-25 02:30:00,Short,112643.7,0.153227,17260.0562199,436.31,2.53,443.03,2.57,-83.07,-0.48,-3675.94,-36.76
172,Exit short,2025-09-28 21:15:00,TRAIL,110525.4,0.153228,17260.1688636,310.9,1.8,617.91,3.58,-83.07,-0.48,-3358.13,-33.58
172,Entry short,2025-09-25 02:30:00,Short,112643.7,0.153228,17260.1688636,310.9,1.8,617.91,3.58,-83.07,-0.48,-3358.13,-33.58
173,Exit long,2025-09-29 13:30:00,TP1,112456.7,0.226059,25000.0456572,401.63,1.61,411.8,1.65,-15.0,-0.06,-2966.5,-29.66
173,Entry long,2025-09-28 21:15:00,Long,110590.8,0.226059,25000.0456572,401.63,1.61,411.8,1.65,-15.0,-0.06,-2966.5,-29.66
174,Exit long,2025-09-29 14:30:00,TRAIL,113239.9,0.22606,25000.156248000003,578.62,2.31,598.76,2.39,-15.0,-0.06,-2377.88,-23.78
174,Entry long,2025-09-28 21:15:00,Long,110590.8,0.22606,25000.156248000003,578.62,2.31,598.76,2.39,-15.0,-0.06,-2377.88,-23.78
