trade_id,candidate_id,source_candidate_id,asset,timeframe,entry_time,exit_time,direction,entry_price,exit_price,exit_type,gross_return_pct,fee_pct,slippage_pct,net_return_pct,hold_bars,source_file
LINDA_5SMA_00256,LINDA_5SMA_PULLBACK,LINDA_5SMA,DOTUSDT,1D,2021-10-31 00:00:00+00:00,2021-11-01 00:00:00+00:00,long,42.777,50.037,snapback,16.971737,0.06,0.06,16.851737,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00257,LINDA_5SMA_PULLBACK,LINDA_5SMA,LINKUSDT,1D,2021-10-31 00:00:00+00:00,2021-11-01 00:00:00+00:00,long,29.815,31.706,snapback,6.342445,0.06,0.06,6.222445,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00258,LINDA_5SMA_PULLBACK,LINDA_5SMA,LTCUSDT,1D,2021-10-31 00:00:00+00:00,2021-11-01 00:00:00+00:00,long,190.43,197.75,snapback,3.843932,0.06,0.06,3.723932,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00259,LINDA_5SMA_PULLBACK,LINDA_5SMA,NEARUSDT,1D,2021-10-31 00:00:00+00:00,2021-11-03 00:00:00+00:00,long,10.4991,10.9798,snapback,4.578488,0.06,0.06,4.458488,3,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00260,LINDA_5SMA_PULLBACK,LINDA_5SMA,SOLUSDT,1D,2021-10-31 00:00:00+00:00,2021-11-01 00:00:00+00:00,long,195.864,204.144,snapback,4.227423,0.06,0.06,4.107423,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00261,LINDA_5SMA_PULLBACK,LINDA_5SMA,BTCUSDT,1D,2021-11-02 00:00:00+00:00,2021-11-03 00:00:00+00:00,long,60942.87,62946.45,snapback,3.287636,0.06,0.06,3.167636,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00262,LINDA_5SMA_PULLBACK,LINDA_5SMA,BTCUSDT,1D,2021-11-05 00:00:00+00:00,2021-11-07 00:00:00+00:00,long,61433.9,63316.4,snapback,3.064269,0.06,0.06,2.944269,2,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00263,LINDA_5SMA_PULLBACK,LINDA_5SMA,NEARUSDT,1D,2021-11-05 00:00:00+00:00,2021-11-08 00:00:00+00:00,long,10.6114,10.7271,snapback,1.090337,0.06,0.06,0.970337,3,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00264,LINDA_5SMA_PULLBACK,LINDA_5SMA,LTCUSDT,1D,2021-11-07 00:00:00+00:00,2021-11-08 00:00:00+00:00,long,197.74,229.3,snapback,15.960352,0.06,0.06,15.840352,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00265,LINDA_5SMA_PULLBACK,LINDA_5SMA,TRXUSDT,1D,2021-11-07 00:00:00+00:00,2021-11-08 00:00:00+00:00,long,0.10262,0.11012,snapback,7.308517,0.06,0.06,7.188517,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00266,LINDA_5SMA_PULLBACK,LINDA_5SMA,DOTUSDT,1D,2021-11-10 00:00:00+00:00,2021-11-20 00:00:00+00:00,long,50.786,42.11,snapback,-17.083448,0.06,0.06,-17.203448,10,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00267,LINDA_5SMA_PULLBACK,LINDA_5SMA,SOLUSDT,1D,2021-11-10 00:00:00+00:00,2021-11-15 00:00:00+00:00,long,239.305,238.282,snapback,-0.427488,0.06,0.06,-0.547488,5,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00268,LINDA_5SMA_PULLBACK,LINDA_5SMA,BNBUSDT,1D,2021-11-11 00:00:00+00:00,2021-11-13 00:00:00+00:00,long,613.61,648.49,snapback,5.684392,0.06,0.06,5.564392,2,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00269,LINDA_5SMA_PULLBACK,LINDA_5SMA,XRPUSDT,1D,2021-11-11 00:00:00+00:00,2021-11-21 00:00:00+00:00,long,1.1902,1.0581,snapback,-11.098975,0.06,0.06,-11.218975,10,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00270,LINDA_5SMA_PULLBACK,LINDA_5SMA,BTCUSDT,1D,2021-11-13 00:00:00+00:00,2021-11-14 00:00:00+00:00,long,64156.08,65568.39,snapback,2.201366,0.06,0.06,2.081366,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00271,LINDA_5SMA_PULLBACK,LINDA_5SMA,ETHUSDT,1D,2021-11-14 00:00:00+00:00,2021-11-20 00:00:00+00:00,long,4644.42,4412.55,snapback,-4.992443,0.06,0.06,-5.112443,6,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00272,LINDA_5SMA_PULLBACK,LINDA_5SMA,LINKUSDT,1D,2021-11-15 00:00:00+00:00,2021-11-25 00:00:00+00:00,long,33.77,26.439,snapback,-21.708617,0.06,0.06,-21.828617,10,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00273,LINDA_5SMA_PULLBACK,LINDA_5SMA,BNBUSDT,1D,2021-11-16 00:00:00+00:00,2021-11-20 00:00:00+00:00,long,633.45,604.66,snapback,-4.544952,0.06,0.06,-4.664952,4,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00274,LINDA_5SMA_PULLBACK,LINDA_5SMA,BTCUSDT,1D,2021-11-16 00:00:00+00:00,2021-11-25 00:00:00+00:00,long,63654.49,58988.21,snapback,-7.330638,0.06,0.06,-7.450638,9,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00275,LINDA_5SMA_PULLBACK,LINDA_5SMA,NEARUSDT,1D,2021-11-16 00:00:00+00:00,2021-11-23 00:00:00+00:00,long,11.0896,9.9866,snapback,-9.946256,0.06,0.06,-10.066256,7,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00276,LINDA_5SMA_PULLBACK,LINDA_5SMA,SOLUSDT,1D,2021-11-17 00:00:00+00:00,2021-11-21 00:00:00+00:00,long,219.045,230.788,snapback,5.360999,0.06,0.06,5.240999,4,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00277,LINDA_5SMA_PULLBACK,LINDA_5SMA,TRXUSDT,1D,2021-11-17 00:00:00+00:00,2021-11-27 00:00:00+00:00,long,0.10936,0.09341,snapback,-14.584857,0.06,0.06,-14.704857,10,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00278,LINDA_5SMA_PULLBACK,LINDA_5SMA,LTCUSDT,1D,2021-11-17 00:00:00+00:00,2021-11-25 00:00:00+00:00,long,230.31,223.19,snapback,-3.091485,0.06,0.06,-3.211485,8,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00279,LINDA_5SMA_PULLBACK,LINDA_5SMA,ETHUSDT,1D,2021-11-22 00:00:00+00:00,2021-11-23 00:00:00+00:00,long,4259.28,4341.36,snapback,1.927086,0.06,0.06,1.807086,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00280,LINDA_5SMA_PULLBACK,LINDA_5SMA,BNBUSDT,1D,2021-11-22 00:00:00+00:00,2021-11-23 00:00:00+00:00,long,584.25,591.6,snapback,1.258023,0.06,0.06,1.138023,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00281,LINDA_5SMA_PULLBACK,LINDA_5SMA,SOLUSDT,1D,2021-11-23 00:00:00+00:00,2021-11-30 00:00:00+00:00,long,215.613,208.617,snapback,-3.244702,0.06,0.06,-3.364702,7,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00282,LINDA_5SMA_PULLBACK,LINDA_5SMA,AVAXUSDT,1D,2021-11-25 00:00:00+00:00,2021-11-29 00:00:00+00:00,long,115.402,120.483,snapback,4.40287,0.06,0.06,4.28287,4,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00283,LINDA_5SMA_PULLBACK,LINDA_5SMA,BNBUSDT,1D,2021-11-27 00:00:00+00:00,2021-11-28 00:00:00+00:00,long,587.65,611.52,snapback,4.061942,0.06,0.06,3.941942,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00284,LINDA_5SMA_PULLBACK,LINDA_5SMA,AVAXUSDT,1D,2021-12-03 00:00:00+00:00,2021-12-12 00:00:00+00:00,long,107.857,87.914,snapback,-18.490223,0.06,0.06,-18.610223,9,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00285,LINDA_5SMA_PULLBACK,LINDA_5SMA,BNBUSDT,1D,2021-12-04 00:00:00+00:00,2021-12-08 00:00:00+00:00,long,595.18,607.05,snapback,1.994355,0.06,0.06,1.874355,4,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00286,LINDA_5SMA_PULLBACK,LINDA_5SMA,AVAXUSDT,1D,2021-12-25 00:00:00+00:00,2022-01-01 00:00:00+00:00,long,114.903,114.107,snapback,-0.692758,0.06,0.06,-0.812758,7,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00287,LINDA_5SMA_PULLBACK,LINDA_5SMA,NEARUSDT,1D,2021-12-29 00:00:00+00:00,2021-12-30 00:00:00+00:00,long,13.3151,15.4168,snapback,15.784335,0.06,0.06,15.664335,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00288,LINDA_5SMA_PULLBACK,LINDA_5SMA,NEARUSDT,1D,2022-01-01 00:00:00+00:00,2022-01-03 00:00:00+00:00,long,14.5988,16.469,snapback,12.810642,0.06,0.06,12.690642,2,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00289,LINDA_5SMA_PULLBACK,LINDA_5SMA,AVAXUSDT,1D,2022-01-04 00:00:00+00:00,2022-01-12 00:00:00+00:00,long,108.105,95.9,snapback,-11.28995,0.06,0.06,-11.40995,8,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00290,LINDA_5SMA_PULLBACK,LINDA_5SMA,NEARUSDT,1D,2022-01-08 00:00:00+00:00,2022-01-10 00:00:00+00:00,long,15.0584,15.45,snapback,2.600542,0.06,0.06,2.480542,2,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00291,LINDA_5SMA_PULLBACK,LINDA_5SMA,LINKUSDT,1D,2022-01-14 00:00:00+00:00,2022-01-24 00:00:00+00:00,long,24.858,15.568,snapback,-37.372275,0.06,0.06,-37.492275,10,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00292,LINDA_5SMA_PULLBACK,LINDA_5SMA,NEARUSDT,1D,2022-01-18 00:00:00+00:00,2022-01-28 00:00:00+00:00,long,17.6768,10.763,snapback,-39.112283,0.06,0.06,-39.232283,10,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00293,LINDA_5SMA_PULLBACK,LINDA_5SMA,AVAXUSDT,1D,2022-02-19 00:00:00+00:00,2022-02-25 00:00:00+00:00,long,83.62,80.93,snapback,-3.216934,0.06,0.06,-3.336934,6,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00294,LINDA_5SMA_PULLBACK,LINDA_5SMA,AVAXUSDT,1D,2022-03-26 00:00:00+00:00,2022-03-27 00:00:00+00:00,long,83.49,89.89,snapback,7.665589,0.06,0.06,7.545589,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00295,LINDA_5SMA_PULLBACK,LINDA_5SMA,AVAXUSDT,1D,2022-04-06 00:00:00+00:00,2022-04-16 00:00:00+00:00,long,91.01,77.73,snapback,-14.591803,0.06,0.06,-14.711803,10,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
LINDA_5SMA_00296,LINDA_5SMA_PULLBACK,LINDA_5SMA,NEARUSDT,1D,2022-04-07 00:00:00+00:00,2022-04-08 00:00:00+00:00,long,15.245,17.524,snapback,14.949164,0.06,0.06,14.829164,1,C:\LAB\tradingview-lab\01_MASTER TEMPLATE_V2\06_QUANTLENS_LAB\research\stage2_robustness_2026_05_03_CODEX_20260503_232808\strategies\LINDA_5SMA\trades.csv
